LineNo,TimeUS,C,YC,YCS,Y0,Y1,Y2,Y3,Y4,W0,W1,W2,W3,W4
29771,2.2414e+07,0,120.23,14.606,216.06,288.08,0.10874,72.106,144.08,0.19998,0.19979,0.19989,0.20014,0.2002
29816,2.2424e+07,0,120.23,14.606,216.06,288.08,0.10798,72.105,144.08,0.19998,0.19979,0.19989,0.20014,0.2002
29865,2.2434e+07,0,120.23,14.606,216.06,288.08,0.10152,72.099,144.07,0.19998,0.19979,0.19989,0.20014,0.2002
29910,2.2444e+07,0,120.25,14.606,216.07,288.09,0.11904,72.116,144.09,0.19998,0.19979,0.19989,0.20014,0.2002
29954,2.2454e+07,0,120.25,14.606,216.07,288.09,0.11904,72.116,144.09,0.19998,0.19979,0.19989,0.20014,0.2002
29996,2.2464e+07,0,120.26,14.606,216.09,288.11,0.13287,72.13,144.1,0.19998,0.19979,0.19989,0.20014,0.2002
30040,2.2476e+07,0,120.27,14.605,216.09,288.11,0.13941,72.137,144.11,0.19998,0.19979,0.19989,0.20014,0.2002
30088,2.2486e+07,0,120.27,14.606,216.1,288.12,0.14135,72.138,144.11,0.19998,0.19979,0.19989,0.20014,0.2002
30133,2.2497e+07,0,120.27,14.605,216.09,288.11,0.13302,72.13,144.1,0.19998,0.19979,0.19989,0.20014,0.2002
30177,2.2507e+07,0,120.27,14.605,216.08,288.1,0.12974,72.127,144.1,0.19998,0.19979,0.19989,0.20014,0.2002
30223,2.2518e+07,0,120.27,14.605,216.08,288.1,0.12974,72.127,144.1,0.19998,0.19979,0.19989,0.20014,0.2002
30272,2.2527e+07,0,120.32,14.605,216.12,288.14,0.16345,72.161,144.13,0.19998,0.19979,0.19989,0.20014,0.2002
30318,2.2538e+07,0,120.3,14.605,216.08,288.11,0.16444,72.164,144.11,0.19999,0.19962,0.19977,0.20024,0.20037
30363,2.2548e+07,0,125.23,14.474,216.1,288.13,0.17989,72.179,144.13,0.19999,0.19962,0.19977,0.20024,0.20037
30407,2.2558e+07,0,125.23,14.473,216.09,288.13,0.1761,72.175,144.13,0.19999,0.19962,0.19977,0.20024,0.20037
30452,2.2571e+07,0,125.22,14.473,216.09,288.12,0.17066,72.17,144.12,0.19999,0.19962,0.19977,0.20024,0.20037
30496,2.2581e+07,0,125.25,14.473,216.11,288.15,0.19598,72.195,144.15,0.19999,0.19962,0.19977,0.20024,0.20037
30540,2.2591e+07,0,125.25,14.473,216.11,288.15,0.19598,72.195,144.15,0.19999,0.19962,0.19977,0.20024,0.20037
30585,2.2601e+07,0,125.25,14.473,216.12,288.15,0.19814,72.197,144.15,0.19999,0.19962,0.19977,0.20024,0.20037
30629,2.2611e+07,0,125.24,14.473,216.1,288.13,0.18353,72.183,144.13,0.19999,0.19962,0.19977,0.20024,0.20037
30675,2.2622e+07,0,125.25,14.473,216.12,288.15,0.19732,72.197,144.15,0.19999,0.19962,0.19977,0.20024,0.20037
30725,2.2632e+07,0,125.25,14.473,216.12,288.15,0.19732,72.197,144.15,0.19999,0.19962,0.19977,0.20024,0.20037
30769,2.2642e+07,0,125.28,14.473,216.14,288.17,0.22139,72.221,144.17,0.19999,0.19962,0.19977,0.20024,0.20037
30814,2.2652e+07,0,125.26,14.473,216.13,288.16,0.20731,72.207,144.16,0.19999,0.19962,0.19977,0.20024,0.20037
30858,2.2662e+07,0,125.29,14.473,216.15,288.19,0.23607,72.235,144.19,0.19999,0.19962,0.19977,0.20024,0.20037
30903,2.2675e+07,0,125.3,14.473,216.17,288.2,0.24685,72.246,144.2,0.19999,0.19962,0.19977,0.20024,0.20037
30946,2.2685e+07,0,125.31,14.473,216.17,288.2,0.24985,72.249,144.2,0.19999,0.19962,0.19977,0.20024,0.20037
30991,2.2696e+07,0,125.31,14.473,216.17,288.2,0.24985,72.249,144.2,0.19999,0.19962,0.19977,0.20024,0.20037
31036,2.2706e+07,0,125.31,14.473,216.18,288.21,0.257,72.256,144.21,0.19999,0.19962,0.19977,0.20024,0.20037
31080,2.2716e+07,0,125.33,14.473,216.19,288.22,0.27271,72.272,144.22,0.19999,0.19962,0.19977,0.20024,0.20037
31131,2.2728e+07,0,125.33,14.473,216.2,288.23,0.27951,72.279,144.23,0.19999,0.19962,0.19977,0.20024,0.20037
31179,2.2739e+07,0,125.33,14.473,216.22,288.23,0.26107,72.267,144.24,0.20005,0.19979,0.19982,0.2001,0.20024
31224,2.2749e+07,0,137.62,14.287,216.23,288.24,0.27119,72.278,144.25,0.20005,0.19979,0.19982,0.2001,0.20024
31268,2.2759e+07,0,137.62,14.287,216.23,288.24,0.27119,72.278,144.25,0.20005,0.19979,0.19982,0.2001,0.20024
31313,2.2769e+07,0,137.62,14.287,216.23,288.25,0.27846,72.285,144.26,0.20005,0.19979,0.19982,0.2001,0.20024
31352,2.278e+07,0,137.63,14.287,216.24,288.25,0.2852,72.292,144.26,0.20005,0.19979,0.19982,0.2001,0.20024
31396,2.279e+07,0,137.63,14.287,216.24,288.26,0.28731,72.294,144.27,0.20005,0.19979,0.19982,0.2001,0.20024
31441,2.2801e+07,0,137.63,14.287,216.24,288.25,0.2858,72.292,144.26,0.20005,0.19979,0.19982,0.2001,0.20024
31488,2.2811e+07,0,137.63,14.287,216.24,288.25,0.2858,72.292,144.26,0.20005,0.19979,0.19982,0.2001,0.20024
31533,2.2821e+07,0,137.63,14.287,216.25,288.26,0.29211,72.299,144.27,0.20005,0.19979,0.19982,0.2001,0.20024
31577,2.2831e+07,0,137.65,14.287,216.26,288.28,0.31011,72.317,144.29,0.20005,0.19979,0.19982,0.2001,0.20024
31628,2.2841e+07,0,137.63,14.287,216.26,288.28,0.30869,72.315,144.29,0.20005,0.19979,0.19982,0.2001,0.20024
31673,2.2851e+07,0,137.63,14.287,216.26,288.28,0.30869,72.315,144.29,0.20005,0.19979,0.19982,0.2001,0.20024
31718,2.2861e+07,0,137.64,14.287,216.27,288.29,0.31934,72.326,144.3,0.20005,0.19979,0.19982,0.2001,0.20024
31763,2.2872e+07,0,137.64,14.287,216.27,288.29,0.31922,72.326,144.3,0.20005,0.19979,0.19982,0.2001,0.20024
31804,2.2882e+07,0,137.65,14.287,216.28,288.29,0.32625,72.333,144.3,0.20005,0.19979,0.19982,0.2001,0.20024
31849,2.2892e+07,0,137.65,14.287,216.28,288.3,0.33046,72.337,144.31,0.20005,0.19979,0.19982,0.2001,0.20024
31891,2.2903e+07,0,137.66,14.287,216.29,288.31,0.34034,72.347,144.32,0.20005,0.19979,0.19982,0.2001,0.20024
31936,2.2913e+07,0,137.66,14.287,216.29,288.31,0.34034,72.347,144.32,0.20005,0.19979,0.19982,0.2001,0.20024
31982,2.2924e+07,0,137.63,14.287,216.3,288.32,0.34965,72.356,144.33,0.20005,0.19979,0.19982,0.2001,0.20024
32028,2.2934e+07,0,137.64,14.287,216.31,288.32,0.35355,72.36,144.33,0.20005,0.19979,0.19982,0.2001,0.20024
32077,2.2944e+07,0,137.64,14.287,216.33,288.34,0.35147,72.353,144.34,0.20001,0.19988,0.19992,0.20006,0.20012
32121,2.2954e+07,0,131.66,14.361,216.33,288.34,0.35782,72.359,144.34,0.20001,0.19988,0.19992,0.20006,0.20012
32166,2.2964e+07,0,131.66,14.361,216.33,288.34,0.35782,72.359,144.34,0.20001,0.19988,0.19992,0.20006,0.20012
32212,2.2974e+07,0,131.66,14.361,216.33,288.34,0.35505,72.357,144.34,0.20001,0.19988,0.19992,0.20006,0.20012
32252,2.2985e+07,0,131.65,14.361,216.32,288.33,0.34751,72.349,144.33,0.20001,0.19988,0.19992,0.20006,0.20012
32298,2.2995e+07,0,131.66,14.361,216.32,288.33,0.34759,72.349,144.33,0.20001,0.19988,0.19992,0.20006,0.20012
32342,2.3005e+07,0,131.67,14.361,216.34,288.35,0.36537,72.367,144.35,0.20001,0.19988,0.19992,0.20006,0.20012
32388,2.3015e+07,0,131.68,14.361,216.34,288.35,0.36649,72.368,144.35,0.20001,0.19988,0.19992,0.20006,0.20012
32432,2.3025e+07,0,131.68,14.361,216.34,288.35,0.36649,72.368,144.35,0.20001,0.19988,0.19992,0.20006,0.20012
32477,2.3035e+07,0,131.69,14.361,216.36,288.36,0.38036,72.382,144.37,0.20001,0.19988,0.19992,0.20006,0.20012
32525,2.3045e+07,0,131.69,14.361,216.36,288.37,0.3889,72.39,144.38,0.20001,0.19988,0.19992,0.20006,0.20012
32571,2.3055e+07,0,131.7,14.361,216.37,288.38,0.3983,72.4,144.38,0.20001,0.19988,0.19992,0.20006,0.20012
32616,2.3066e+07,0,131.72,14.361,216.39,288.4,0.41134,72.413,144.4,0.20001,0.19988,0.19992,0.20006,0.20012
32660,2.3079e+07,0,131.73,14.361,216.41,288.42,0.43521,72.437,144.42,0.20001,0.19988,0.19992,0.20006,0.20012
32705,2.309e+07,0,131.76,14.361,216.44,288.45,0.46761,72.469,144.45,0.20001,0.19988,0.19992,0.20006,0.20012
32748,2.31e+07,0,131.78,14.361,216.46,288.47,0.48303,72.485,144.47,0.20001,0.19988,0.19992,0.20006,0.20012
32792,2.3111e+07,0,131.78,14.361,216.46,288.47,0.48303,72.485,144.47,0.20001,0.19988,0.19992,0.20006,0.20012
32839,2.3121e+07,0,131.8,14.361,216.48,288.49,0.5033,72.505,144.49,0.20001,0.19988,0.19992,0.20006,0.20012
32883,2.3131e+07,0,131.83,14.361,216.53,288.54,0.5549,72.556,144.54,0.20001,0.19988,0.19992,0.20006,0.20012
32937,2.3143e+07,0,131.85,14.361,216.55,288.56,0.57592,72.577,144.56,0.20001,0.19988,0.19992,0.20006,0.20012
32982,2.3153e+07,0,131.87,14.362,216.57,288.74,0.71823,72.546,144.46,0.1987,0.19933,0.20089,0.20122,0.19987
33026,2.3164e+07,0,48.949,14.566,216.61,288.77,0.75625,72.584,144.5,0.1987,0.19933,0.20089,0.20122,0.19987
33071,2.3174e+07,0,49.004,14.566,216.67,288.83,0.81452,72.642,144.55,0.1987,0.19933,0.20089,0.20122,0.19987
33113,2.3187e+07,0,49.053,14.566,216.72,288.88,0.8625,72.69,144.6,0.1987,0.19933,0.20089,0.20122,0.19987
33158,2.3197e+07,0,49.13,14.566,216.79,288.96,0.93849,72.766,144.68,0.1987,0.19933,0.20089,0.20122,0.19987
33202,2.3207e+07,0,49.13,14.566,216.79,288.96,0.93849,72.766,144.68,0.1987,0.19933,0.20089,0.20122,0.19987
33247,2.3218e+07,0,49.195,14.566,216.86,289.02,1.0049,72.833,144.74,0.1987,0.19933,0.20089,0.20122,0.19987
33293,2.3227e+07,0,49.275,14.566,216.94,289.1,1.085,72.913,144.82,0.1987,0.19933,0.20089,0.20122,0.19987
33338,2.3237e+07,0,49.349,14.566,217.02,289.18,1.1601,72.988,144.9,0.1987,0.19933,0.20089,0.20122,0.19987
33387,2.3248e+07,0,49.418,14.566,217.09,289.25,1.2297,73.057,144.97,0.1987,0.19933,0.20089,0.20122,0.19987
33431,2.3258e+07,0,49.418,14.566,217.09,289.25,1.2297,73.057,144.97,0.1987,0.19933,0.20089,0.20122,0.19987
33477,2.3268e+07,0,49.517,14.566,217.18,289.35,1.3281,73.156,145.07,0.1987,0.19933,0.20089,0.20122,0.19987
33522,2.3278e+07,0,49.613,14.566,217.28,289.44,1.4245,73.252,145.16,0.1987,0.19933,0.20089,0.20122,0.19987
33563,2.3292e+07,0,49.702,14.566,217.37,289.53,1.5135,73.341,145.25,0.1987,0.19933,0.20089,0.20122,0.19987
33607,2.3302e+07,0,49.814,14.566,217.48,289.64,1.6259,73.454,145.36,0.1987,0.19933,0.20089,0.20122,0.19987
33652,2.3312e+07,0,49.908,14.566,217.58,289.74,1.7199,73.548,145.46,0.1987,0.19933,0.20089,0.20122,0.19987
33697,2.3323e+07,0,49.908,14.566,217.58,289.74,1.7199,73.548,145.46,0.1987,0.19933,0.20089,0.20122,0.19987
33741,2.3332e+07,0,50.016,14.566,217.68,289.84,1.8269,73.654,145.57,0.1987,0.19933,0.20089,0.20122,0.19987
33790,2.3343e+07,0,50.117,14.566,217.78,289.95,1.9276,73.755,145.67,0.1987,0.19933,0.20089,0.20122,0.19987
33839,2.3353e+07,0,50.24,14.566,217.79,291.21,2.8657,73.241,144.58,0.18756,0.19481,0.20942,0.21098,0.19723
33883,2.3363e+07,0,50.24,14.566,217.79,291.21,2.8657,73.241,144.58,0.18756,0.19481,0.20942,0.21098,0.19723
33928,2.3373e+07,0,43.93,14.438,217.91,291.33,2.9847,73.36,144.7,0.18756,0.19481,0.20942,0.21098,0.19723
33973,2.3383e+07,0,44.033,14.438,218.02,291.43,3.0871,73.462,144.8,0.18756,0.19481,0.20942,0.21098,0.19723
34021,2.3396e+07,0,44.161,14.438,218.14,291.56,3.2155,73.59,144.93,0.18756,0.19481,0.20942,0.21098,0.19723
34068,2.3409e+07,0,44.287,14.438,218.27,291.69,3.3411,73.716,145.05,0.18756,0.19481,0.20942,0.21098,0.19723
34113,2.3419e+07,0,44.413,14.438,218.4,291.81,3.4678,73.843,145.18,0.18756,0.19481,0.20942,0.21098,0.19723
34158,2.3429e+07,0,44.554,14.438,218.54,291.95,3.6082,73.983,145.32,0.18756,0.19481,0.20942,0.21098,0.19723
34203,2.3439e+07,0,44.716,14.438,218.7,292.12,3.77,74.145,145.48,0.18756,0.19481,0.20942,0.21098,0.19723
34256,2.3452e+07,0,44.854,14.438,218.84,292.25,3.9088,74.284,145.62,0.18756,0.19481,0.20942,0.21098,0.19723
34301,2.3462e+07,0,44.854,14.438,218.84,292.25,3.9088,74.284,145.62,0.18756,0.19481,0.20942,0.21098,0.19723
34345,2.3473e+07,0,44.999,14.438,218.98,292.4,4.053,74.428,145.76,0.18756,0.19481,0.20942,0.21098,0.19723
34392,2.3483e+07,0,45.13,14.438,219.11,292.53,4.1844,74.559,145.9,0.18756,0.19481,0.20942,0.21098,0.19723
34436,2.3496e+07,0,45.259,14.438,219.24,292.66,4.3132,74.688,146.02,0.18756,0.19481,0.20942,0.21098,0.19723
34481,2.3509e+07,0,45.384,14.438,219.37,292.78,4.4388,74.814,146.15,0.18756,0.19481,0.20942,0.21098,0.19723
34527,2.3519e+07,0,45.537,14.438,219.52,292.94,4.5931,74.968,146.3,0.18756,0.19481,0.20942,0.21098,0.19723
34573,2.3529e+07,0,45.672,14.438,219.66,293.07,4.7285,75.103,146.44,0.18756,0.19481,0.20942,0.21098,0.19723
34619,2.354e+07,0,45.819,14.438,221.31,294.57,4.2058,73.48,146.13,0.17846,0.20508,0.22569,0.20969,0.18107
34671,2.3553e+07,0,9.5515,13.552,221.45,294.71,4.3479,73.622,146.27,0.17846,0.20508,0.22569,0.20969,0.18107
34715,2.3563e+07,0,9.747,13.552,221.64,294.91,4.5402,73.815,146.47,0.17846,0.20508,0.22569,0.20969,0.18107
34760,2.3574e+07,0,9.9117,13.552,221.8,295.07,4.7048,73.98,146.63,0.17846,0.20508,0.22569,0.20969,0.18107
34805,2.3584e+07,0,9.9117,13.552,221.8,295.07,4.7048,73.98,146.63,0.17846,0.20508,0.22569,0.20969,0.18107
34850,2.3595e+07,0,10.076,13.552,221.97,295.23,4.8689,74.144,146.8,0.17846,0.20508,0.22569,0.20969,0.18107
34895,2.3606e+07,0,10.193,13.552,222.08,295.35,4.9858,74.261,146.91,0.17846,0.20508,0.22569,0.20969,0.18107
34936,2.3616e+07,0,10.329,13.552,222.22,295.49,5.1215,74.397,147.05,0.17846,0.20508,0.22569,0.20969,0.18107
34982,2.3627e+07,0,10.329,13.552,222.22,295.49,5.1215,74.397,147.05,0.17846,0.20508,0.22569,0.20969,0.18107
35026,2.3637e+07,0,10.448,13.552,222.34,295.61,5.2408,74.516,147.17,0.17846,0.20508,0.22569,0.20969,0.18107
35073,2.3647e+07,0,10.579,13.552,222.47,295.74,5.3714,74.647,147.3,0.17846,0.20508,0.22569,0.20969,0.18107
35125,2.3659e+07,0,10.69,13.552,222.58,295.85,5.4818,74.757,147.41,0.17846,0.20508,0.22569,0.20969,0.18107
35169,2.367e+07,0,10.815,13.552,222.71,295.97,5.6071,74.883,147.53,0.17846,0.20508,0.22569,0.20969,0.18107
35214,2.368e+07,0,10.815,13.552,222.71,295.97,5.6071,74.883,147.53,0.17846,0.20508,0.22569,0.20969,0.18107
35258,2.369e+07,0,10.919,13.552,222.81,296.08,5.7115,74.987,147.64,0.17846,0.20508,0.22569,0.20969,0.18107
35303,2.37e+07,0,11.061,13.552,222.95,296.22,5.8531,75.129,147.78,0.17846,0.20508,0.22569,0.20969,0.18107
35342,2.3711e+07,0,11.213,13.552,223.1,296.37,6.0048,75.281,147.93,0.17846,0.20508,0.22569,0.20969,0.18107
35387,2.3721e+07,0,11.353,13.552,223.24,296.51,6.1451,75.421,148.07,0.17846,0.20508,0.22569,0.20969,0.18107
35432,2.3731e+07,0,11.483,13.552,223.37,296.64,6.2757,75.552,148.2,0.17846,0.20508,0.22569,0.20969,0.18107
35479,2.3742e+07,0,11.483,13.552,223.37,296.64,6.2757,75.552,148.2,0.17846,0.20508,0.22569,0.20969,0.18107
35524,2.3752e+07,0,11.608,13.552,222.34,298.54,8.6373,75.357,145.87,0.15766,0.18684,0.23715,0.23479,0.18356
35573,2.3762e+07,0,39.957,13.622,222.5,298.7,8.8003,75.52,146.03,0.15766,0.18684,0.23715,0.23479,0.18356
35618,2.3772e+07,0,40.072,13.622,222.61,298.82,8.9152,75.635,146.15,0.15766,0.18684,0.23715,0.23479,0.18356
35663,2.3782e+07,0,40.198,13.622,222.74,298.94,9.042,75.761,146.27,0.15766,0.18684,0.23715,0.23479,0.18356
35707,2.3792e+07,0,40.198,13.622,222.74,298.94,9.042,75.761,146.27,0.15766,0.18684,0.23715,0.23479,0.18356
35752,2.3802e+07,0,40.305,13.622,222.85,299.05,9.1487,75.868,146.38,0.15766,0.18684,0.23715,0.23479,0.18356
35796,2.3812e+07,0,40.413,13.622,222.96,299.16,9.2565,75.976,146.49,0.15766,0.18684,0.23715,0.23479,0.18356
35841,2.3822e+07,0,40.51,13.622,223.05,299.25,9.3539,76.073,146.59,0.15766,0.18684,0.23715,0.23479,0.18356
35883,2.3832e+07,0,40.614,13.622,223.16,299.36,9.4572,76.177,146.69,0.15766,0.18684,0.23715,0.23479,0.18356
35927,2.3843e+07,0,40.715,13.622,223.26,299.46,9.5581,76.278,146.79,0.15766,0.18684,0.23715,0.23479,0.18356
35973,2.3853e+07,0,40.715,13.622,223.26,299.46,9.5581,76.278,146.79,0.15766,0.18684,0.23715,0.23479,0.18356
36024,2.3863e+07,0,40.816,13.622,223.36,299.56,9.6595,76.379,146.89,0.15766,0.18684,0.23715,0.23479,0.18356
36070,2.3873e+07,0,40.9,13.622,223.44,299.64,9.7437,76.463,146.98,0.15766,0.18684,0.23715,0.23479,0.18356
36115,2.3883e+07,0,40.994,13.622,223.54,299.74,9.8374,76.557,147.07,0.15766,0.18684,0.23715,0.23479,0.18356
36159,2.3893e+07,0,41.071,13.622,223.61,299.82,9.9146,76.634,147.15,0.15766,0.18684,0.23715,0.23479,0.18356
36205,2.3903e+07,0,41.071,13.622,223.61,299.82,9.9146,76.634,147.15,0.15766,0.18684,0.23715,0.23479,0.18356
36243,2.3914e+07,0,41.143,13.622,223.69,299.89,9.9865,76.706,147.22,0.15766,0.18684,0.23715,0.23479,0.18356
36289,2.3924e+07,0,41.228,13.622,223.77,299.97,10.071,76.791,147.3,0.15766,0.18684,0.23715,0.23479,0.18356
36333,2.3934e+07,0,41.301,13.622,223.84,300.05,10.144,76.864,147.38,0.15766,0.18684,0.23715,0.23479,0.18356
36380,2.3944e+07,0,41.351,13.622,224.11,301.02,10.541,76.223,146.62,0.14845,0.185,0.24697,0.24168,0.1779
36424,2.3954e+07,0,39.557,13.247,224.16,301.07,10.586,76.267,146.67,0.14845,0.185,0.24697,0.24168,0.1779
36474,2.3964e+07,0,39.622,13.247,224.22,301.13,10.651,76.332,146.73,0.14845,0.185,0.24697,0.24168,0.1779
36521,2.3975e+07,0,39.622,13.247,224.22,301.13,10.651,76.332,146.73,0.14845,0.185,0.24697,0.24168,0.1779
36566,2.3985e+07,0,39.659,13.247,224.26,301.17,10.688,76.37,146.77,0.14845,0.185,0.24697,0.24168,0.1779
36611,2.3995e+07,0,39.717,13.247,224.32,301.23,10.746,76.428,146.83,0.14845,0.185,0.24697,0.24168,0.1779
36652,2.4005e+07,0,39.735,13.247,224.33,301.24,10.764,76.446,146.85,0.14845,0.185,0.24697,0.24168,0.1779
36696,2.4015e+07,0,39.776,13.247,224.37,301.29,10.805,76.487,146.89,0.14845,0.185,0.24697,0.24168,0.1779
36737,2.4026e+07,0,39.781,13.247,224.38,301.29,10.809,76.491,146.89,0.14845,0.185,0.24697,0.24168,0.1779
36782,2.4036e+07,0,39.781,13.247,224.38,301.29,10.809,76.491,146.89,0.14845,0.185,0.24697,0.24168,0.1779
36826,2.4046e+07,0,39.817,13.247,224.41,301.33,10.845,76.527,146.93,0.14845,0.185,0.24697,0.24168,0.1779
36870,2.4056e+07,0,39.833,13.247,224.43,301.34,10.861,76.544,146.94,0.14845,0.185,0.24697,0.24168,0.1779
36919,2.4066e+07,0,39.833,13.247,224.43,301.34,10.861,76.544,146.94,0.14845,0.185,0.24697,0.24168,0.1779
36963,2.4076e+07,0,39.851,13.247,224.45,301.36,10.879,76.562,146.96,0.14845,0.185,0.24697,0.24168,0.1779
37010,2.4086e+07,0,39.834,13.247,224.43,301.34,10.862,76.545,146.94,0.14845,0.185,0.24697,0.24168,0.1779
37055,2.4096e+07,0,39.827,13.247,224.42,301.34,10.855,76.538,146.94,0.14845,0.185,0.24697,0.24168,0.1779
37099,2.4109e+07,0,39.81,13.247,224.41,301.32,10.838,76.521,146.92,0.14845,0.185,0.24697,0.24168,0.1779
37148,2.4122e+07,0,39.785,13.247,224.38,301.29,10.813,76.496,146.9,0.14845,0.185,0.24697,0.24168,0.1779
37191,2.4132e+07,0,39.785,13.247,224.38,301.29,10.813,76.496,146.9,0.14845,0.185,0.24697,0.24168,0.1779
37237,2.4142e+07,0,39.742,13.247,224.12,302.16,11.525,76.065,145.81,0.13811,0.17846,0.25518,0.25283,0.17543
37282,2.4152e+07,0,42.329,12.986,224.04,302.09,11.443,75.976,145.73,0.13811,0.17846,0.25518,0.25283,0.17543
37329,2.4162e+07,0,42.329,12.986,224.04,302.09,11.443,75.976,145.73,0.13811,0.17846,0.25518,0.25283,0.17543
37375,2.4172e+07,0,42.282,12.986,224,302.04,11.396,75.928,145.68,0.13811,0.17846,0.25518,0.25283,0.17543
37419,2.4182e+07,0,42.163,12.986,223.88,301.92,11.278,75.81,145.56,0.13811,0.17846,0.25518,0.25283,0.17543
37464,2.4192e+07,0,42.07,12.986,223.79,301.83,11.185,75.717,145.47,0.13811,0.17846,0.25518,0.25283,0.17543
37509,2.4202e+07,0,41.968,12.986,223.68,301.73,11.083,75.615,145.37,0.13811,0.17846,0.25518,0.25283,0.17543
37555,2.4215e+07,0,41.859,12.986,223.57,301.62,10.974,75.506,145.26,0.13811,0.17846,0.25518,0.25283,0.17543
37597,2.4225e+07,0,41.737,12.986,223.45,301.5,10.852,75.384,145.14,0.13811,0.17846,0.25518,0.25283,0.17543
37641,2.4235e+07,0,41.737,12.986,223.45,301.5,10.852,75.384,145.14,0.13811,0.17846,0.25518,0.25283,0.17543
37686,2.4245e+07,0,41.547,12.986,223.26,301.31,10.662,75.194,144.95,0.13811,0.17846,0.25518,0.25283,0.17543
37730,2.4256e+07,0,41.376,12.986,223.09,301.13,10.491,75.023,144.78,0.13811,0.17846,0.25518,0.25283,0.17543
37780,2.4266e+07,0,41.162,12.986,222.88,300.92,10.277,74.809,144.56,0.13811,0.17846,0.25518,0.25283,0.17543
37824,2.4276e+07,0,40.977,12.986,222.69,300.74,10.092,74.624,144.38,0.13811,0.17846,0.25518,0.25283,0.17543
37869,2.4286e+07,0,40.977,12.986,222.69,300.74,10.092,74.624,144.38,0.13811,0.17846,0.25518,0.25283,0.17543
37914,2.4297e+07,0,40.781,12.986,222.5,300.54,9.8959,74.428,144.18,0.13811,0.17846,0.25518,0.25283,0.17543
37959,2.4308e+07,0,40.588,12.986,222.3,300.35,9.7027,74.235,143.99,0.13811,0.17846,0.25518,0.25283,0.17543
38003,2.4318e+07,0,40.411,12.986,222.13,300.17,9.5262,74.058,143.81,0.13811,0.17846,0.25518,0.25283,0.17543
38047,2.4328e+07,0,40.198,12.986,221.91,299.96,9.3125,73.845,143.6,0.13811,0.17846,0.25518,0.25283,0.17543
