LineNo,TimeUS,C,IVN0,IVN1,IVN2,IVN3,IVN4,IVE0,IVE1,IVE2,IVE3,IVE4
3056,1.6426e+09,0,0.7835,-0.78158,-1.2553,-0.034488,1.2784,1.0941,1.0675,-0.38497,-1.3283,-0.43187
3100,1.6427e+09,0,0.7835,-0.78158,-1.2553,-0.034488,1.2784,1.0941,1.0675,-0.38497,-1.3283,-0.43187
3145,1.6427e+09,0,0.7835,-0.78158,-1.2553,-0.034488,1.2784,1.0941,1.0675,-0.38497,-1.3283,-0.43187
3190,1.6427e+09,0,0.7835,-0.78158,-1.2553,-0.034488,1.2784,1.0941,1.0675,-0.38497,-1.3283,-0.43187
3234,1.6427e+09,0,0.7835,-0.78158,-1.2553,-0.034488,1.2784,1.0941,1.0675,-0.38497,-1.3283,-0.43187
3281,1.6427e+09,0,0.7835,-0.78158,-1.2553,-0.034488,1.2784,1.0941,1.0675,-0.38497,-1.3283,-0.43187
3331,1.6427e+09,0,0.7835,-0.78158,-1.2553,-0.034488,1.2784,1.0941,1.0675,-0.38497,-1.3283,-0.43187
3377,1.6427e+09,0,0.7835,-0.78158,-1.2553,-0.034488,1.2784,1.0941,1.0675,-0.38497,-1.3283,-0.43187
3421,1.6427e+09,0,0.7835,-0.78158,-1.2553,-0.034488,1.2784,1.0941,1.0675,-0.38497,-1.3283,-0.43187
3466,1.6427e+09,0,0.7835,-0.78158,-1.2553,-0.034488,1.2784,1.0941,1.0675,-0.38497,-1.3283,-0.43187
3511,1.6427e+09,0,0.7835,-0.78158,-1.2553,-0.034488,1.2784,1.0941,1.0675,-0.38497,-1.3283,-0.43187
3558,1.6428e+09,0,0.7835,-0.78158,-1.2553,-0.034488,1.2784,1.0941,1.0675,-0.38497,-1.3283,-0.43187
3600,1.6428e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
3644,1.6428e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
3688,1.6428e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
3735,1.6428e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
3783,1.6428e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
3828,1.6428e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
3872,1.6428e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
3917,1.6428e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
3962,1.6429e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
4006,1.6429e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
4051,1.6429e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
4095,1.6429e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
4140,1.6429e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
4185,1.6429e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
4234,1.6429e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
4279,1.6429e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
4323,1.6429e+09,0,0.84183,-0.87675,-1.3948,-0.059424,1.3828,1.2127,1.1829,-0.40923,-1.4436,-0.46447
4368,1.6429e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
4410,1.643e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
4453,1.643e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
4497,1.643e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
4539,1.643e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
4582,1.643e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
4624,1.643e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
4673,1.643e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
4716,1.643e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
4759,1.643e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
4802,1.6431e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
4844,1.6431e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
4887,1.6431e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
4930,1.6431e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
4973,1.6431e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
5016,1.6431e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
5059,1.6431e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
5106,1.6431e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
5149,1.6431e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
5192,1.6431e+09,0,0.86108,-0.92223,-1.4556,-0.072577,1.4162,1.2206,1.1914,-0.4608,-1.5261,-0.51605
5230,1.6432e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
5274,1.6432e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
5319,1.6432e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
5363,1.6432e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
5408,1.6432e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
5452,1.6432e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
5497,1.6432e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
5546,1.6432e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
5591,1.6432e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
5635,1.6432e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
5680,1.6433e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
5725,1.6433e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
5769,1.6433e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
5815,1.6433e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
5862,1.6433e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
5907,1.6433e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
5951,1.6433e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
6001,1.6433e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
6045,1.6433e+09,0,0.92223,-0.93376,-1.4953,-0.048018,1.5023,1.2922,1.2656,-0.45851,-1.5721,-0.51346
6088,1.6434e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6132,1.6434e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6177,1.6434e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6224,1.6434e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6269,1.6434e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6313,1.6434e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6358,1.6434e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6405,1.6434e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6452,1.6434e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6496,1.6434e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6540,1.6435e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6588,1.6435e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6632,1.6435e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6677,1.6435e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6722,1.6435e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6767,1.6435e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6812,1.6435e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6860,1.6435e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6907,1.6435e+09,0,0.9496,-0.96882,-1.5477,-0.054963,1.5486,1.3094,1.2807,-0.49937,-1.65,-0.55842
6952,1.6436e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
6994,1.6436e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7042,1.6436e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7085,1.6436e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7127,1.6436e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7171,1.6436e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7214,1.6436e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7260,1.6436e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7303,1.6436e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7346,1.6437e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7391,1.6437e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7433,1.6437e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7473,1.6437e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7515,1.6437e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7559,1.6437e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7602,1.6437e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7645,1.6437e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7697,1.6437e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7741,1.6437e+09,0,0.97415,-0.98956,-1.5857,-0.054881,1.5921,1.3594,1.3289,-0.49353,-1.6774,-0.55496
7783,1.6438e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
7829,1.6438e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
7874,1.6438e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
7921,1.6438e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
7965,1.6438e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
8010,1.6438e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
8054,1.6438e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
8099,1.6438e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
8149,1.6438e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
8193,1.6439e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
8239,1.6439e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
8283,1.6439e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
8329,1.6439e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
8373,1.6439e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
8418,1.6439e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
8463,1.6439e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
8508,1.6439e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
8553,1.6439e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
8601,1.6439e+09,0,0.96299,-1.0242,-1.6284,-0.080613,1.5889,1.383,1.352,-0.4911,-1.6915,-0.55597
8645,1.644e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
8686,1.644e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
8731,1.644e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
8777,1.644e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
8818,1.644e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
8864,1.644e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
8908,1.644e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
8952,1.644e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
8998,1.644e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
9046,1.644e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
9092,1.6441e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
9136,1.6441e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
9181,1.6441e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
9225,1.6441e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
9270,1.6441e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
9315,1.6441e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
9359,1.6441e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
9404,1.6441e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
9449,1.6441e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
9498,1.6441e+09,0,0.94345,-1.0478,-1.6507,-0.096108,1.5728,1.3968,1.3638,-0.48548,-1.6847,-0.54355
9544,1.6442e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
9587,1.6442e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
9630,1.6442e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
9672,1.6442e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
9717,1.6442e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
9759,1.6442e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
9802,1.6442e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
9845,1.6442e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
9890,1.6442e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
9934,1.6443e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
9977,1.6443e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
10020,1.6443e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
10064,1.6443e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
10107,1.6443e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
10150,1.6443e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
10194,1.6443e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
10237,1.6443e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
10281,1.6443e+09,0,0.98218,-1.0473,-1.6666,-0.082797,1.6155,1.4102,1.3849,-0.50096,-1.7236,-0.56502
10325,1.6444e+09,0,0.94921,-1.0591,-1.6721,-0.10339,1.5753,1.4065,1.3824,-0.4849,-1.6937,-0.54663
