LineNo,TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng,Q1,Q2,Q3,Q4
2659,1.6425e+09,-0.97,2.46,19.57,85.47,43.601,13.482,0.98516,-0.012036,0.019751,0.17006
2707,1.6426e+09,-0.97,2.46,19.57,85.47,43.601,13.482,0.98516,-0.012046,0.01975,0.17006
2752,1.6426e+09,-0.97,2.46,19.57,85.47,43.601,13.482,0.98516,-0.01206,0.019759,0.17006
2797,1.6426e+09,-0.97,2.46,19.57,85.47,43.601,13.482,0.98516,-0.012074,0.019757,0.17005
2842,1.6426e+09,-0.98,2.46,19.57,85.47,43.601,13.482,0.98516,-0.012092,0.019754,0.17006
2891,1.6426e+09,-0.98,2.46,19.57,85.54,43.601,13.482,0.98516,-0.012103,0.019753,0.17005
2935,1.6426e+09,-0.98,2.46,19.57,85.54,43.601,13.482,0.98516,-0.012112,0.019737,0.17005
2982,1.6426e+09,-0.98,2.46,19.57,85.54,43.601,13.482,0.98516,-0.012118,0.01973,0.17005
3026,1.6426e+09,-0.98,2.46,19.57,85.54,43.601,13.482,0.98516,-0.012116,0.019725,0.17006
3071,1.6426e+09,-0.98,2.46,19.57,85.54,43.601,13.482,0.98516,-0.012108,0.019722,0.17006
3115,1.6427e+09,-0.98,2.46,19.57,85.54,43.601,13.482,0.98516,-0.012104,0.019724,0.17006
3160,1.6427e+09,-0.98,2.46,19.57,85.54,43.601,13.482,0.98516,-0.012098,0.019721,0.17006
3205,1.6427e+09,-0.98,2.46,19.57,85.54,43.601,13.482,0.98516,-0.012092,0.01972,0.17006
3249,1.6427e+09,-0.98,2.46,19.57,85.54,43.601,13.482,0.98516,-0.01209,0.019719,0.17006
3296,1.6427e+09,-0.98,2.46,19.57,85.54,43.601,13.482,0.98516,-0.012088,0.019724,0.17006
3346,1.6427e+09,-0.98,2.46,19.57,85.73,43.601,13.482,0.98516,-0.012101,0.019716,0.17006
3392,1.6427e+09,-0.98,2.46,19.57,85.73,43.601,13.482,0.98516,-0.012104,0.019715,0.17005
3436,1.6427e+09,-0.98,2.46,19.57,85.73,43.601,13.482,0.98517,-0.012114,0.019706,0.17004
3481,1.6427e+09,-0.98,2.46,19.57,85.73,43.601,13.482,0.98517,-0.012131,0.019693,0.17003
3526,1.6427e+09,-0.98,2.45,19.57,85.73,43.601,13.482,0.98517,-0.01214,0.019681,0.17003
3573,1.6428e+09,-0.98,2.45,19.57,85.73,43.601,13.482,0.98517,-0.012155,0.019667,0.17002
3615,1.6428e+09,-0.99,2.45,19.56,85.73,43.601,13.482,0.98517,-0.01217,0.019656,0.17001
3659,1.6428e+09,-0.99,2.45,19.56,85.73,43.601,13.482,0.98517,-0.012181,0.019651,0.17001
3705,1.6428e+09,-0.99,2.45,19.56,85.73,43.601,13.482,0.98517,-0.012193,0.019655,0.17
3750,1.6428e+09,-0.99,2.45,19.56,85.73,43.601,13.482,0.98517,-0.012203,0.019655,0.17002
3798,1.6428e+09,-0.99,2.45,19.56,85.5,43.601,13.482,0.98517,-0.012219,0.019664,0.16999
3843,1.6428e+09,-0.99,2.45,19.56,85.5,43.601,13.482,0.98517,-0.012227,0.019664,0.16999
3887,1.6428e+09,-0.99,2.45,19.56,85.5,43.601,13.482,0.98517,-0.012233,0.01967,0.16998
3932,1.6428e+09,-0.99,2.45,19.56,85.5,43.601,13.482,0.98518,-0.012234,0.019667,0.16997
3977,1.6429e+09,-0.99,2.45,19.56,85.5,43.601,13.482,0.98518,-0.01223,0.019657,0.16997
4021,1.6429e+09,-0.99,2.45,19.56,85.5,43.601,13.482,0.98518,-0.012231,0.019645,0.16996
4066,1.6429e+09,-0.99,2.45,19.56,85.5,43.601,13.482,0.98518,-0.012233,0.019627,0.16996
4110,1.6429e+09,-1,2.45,19.56,85.5,43.601,13.482,0.98518,-0.012244,0.019623,0.16995
4155,1.6429e+09,-1,2.45,19.56,85.5,43.601,13.482,0.98518,-0.012258,0.019622,0.16995
4200,1.6429e+09,-1,2.45,19.56,85.5,43.601,13.482,0.98518,-0.01227,0.019605,0.16994
4249,1.6429e+09,-1,2.45,19.56,85.6,43.601,13.482,0.98518,-0.012278,0.019607,0.16994
4294,1.6429e+09,-1,2.45,19.56,85.6,43.601,13.482,0.98518,-0.012296,0.019613,0.16994
4338,1.6429e+09,-1,2.45,19.55,85.6,43.601,13.482,0.98518,-0.012295,0.019617,0.16993
4381,1.6429e+09,-1,2.45,19.55,85.6,43.601,13.482,0.98519,-0.012299,0.019611,0.16992
4423,1.643e+09,-1,2.45,19.55,85.6,43.601,13.482,0.98519,-0.012296,0.019603,0.16991
4466,1.643e+09,-1,2.45,19.55,85.6,43.601,13.482,0.98519,-0.012288,0.019575,0.16992
4510,1.643e+09,-1,2.44,19.55,85.6,43.601,13.482,0.98519,-0.01228,0.019561,0.16992
4552,1.643e+09,-1,2.44,19.55,85.6,43.601,13.482,0.98519,-0.012278,0.019555,0.16991
4595,1.643e+09,-1,2.44,19.55,85.6,43.601,13.482,0.98519,-0.012267,0.019538,0.16992
4637,1.643e+09,-1,2.44,19.55,85.6,43.601,13.482,0.98519,-0.01226,0.019532,0.16993
4686,1.643e+09,-1,2.44,19.55,85.62,43.601,13.482,0.98519,-0.012258,0.019531,0.16992
4729,1.643e+09,-1,2.44,19.55,85.62,43.601,13.482,0.98519,-0.012253,0.019523,0.16992
4772,1.643e+09,-1,2.44,19.55,85.62,43.601,13.482,0.98519,-0.012263,0.019525,0.16991
4815,1.6431e+09,-1,2.44,19.55,85.62,43.601,13.482,0.98519,-0.012274,0.019523,0.1699
4857,1.6431e+09,-1,2.44,19.55,85.62,43.601,13.482,0.98519,-0.012273,0.019513,0.1699
4900,1.6431e+09,-1,2.44,19.55,85.62,43.601,13.482,0.98519,-0.012278,0.019509,0.16989
4943,1.6431e+09,-1,2.44,19.55,85.62,43.601,13.482,0.98519,-0.012277,0.019502,0.16989
4986,1.6431e+09,-1,2.44,19.55,85.62,43.601,13.482,0.98519,-0.012272,0.019495,0.16989
5029,1.6431e+09,-1,2.43,19.55,85.62,43.601,13.482,0.9852,-0.012268,0.019482,0.16988
5072,1.6431e+09,-1,2.43,19.55,85.62,43.601,13.482,0.9852,-0.01226,0.019477,0.16988
5119,1.6431e+09,-1,2.43,19.55,85.68,43.601,13.482,0.9852,-0.012243,0.01947,0.16986
5162,1.6431e+09,-1,2.43,19.54,85.68,43.601,13.482,0.9852,-0.012236,0.019459,0.16984
5205,1.6431e+09,-1,2.43,19.54,85.68,43.601,13.482,0.98521,-0.012229,0.019445,0.16982
5245,1.6432e+09,-1,2.43,19.54,85.68,43.601,13.482,0.98521,-0.012218,0.019446,0.16981
5289,1.6432e+09,-1,2.43,19.54,85.68,43.601,13.482,0.98521,-0.01222,0.019455,0.1698
5334,1.6432e+09,-1,2.43,19.54,85.68,43.601,13.482,0.98521,-0.012222,0.019471,0.1698
5378,1.6432e+09,-1,2.43,19.54,85.68,43.601,13.482,0.98521,-0.012227,0.01949,0.16979
5423,1.6432e+09,-1,2.44,19.54,85.68,43.601,13.482,0.98521,-0.01224,0.019505,0.16978
5467,1.6432e+09,-1,2.44,19.54,85.68,43.601,13.482,0.98521,-0.01226,0.019513,0.16978
5512,1.6432e+09,-1,2.44,19.54,85.68,43.601,13.482,0.98521,-0.012268,0.019529,0.16977
5561,1.6432e+09,-1,2.44,19.54,85.7,43.601,13.482,0.98521,-0.012273,0.019531,0.16976
5606,1.6432e+09,-1,2.44,19.53,85.7,43.601,13.482,0.98522,-0.012279,0.019547,0.16975
5650,1.6432e+09,-1,2.44,19.53,85.7,43.601,13.482,0.98522,-0.01229,0.019553,0.16974
5695,1.6433e+09,-1,2.44,19.53,85.7,43.601,13.482,0.98522,-0.0123,0.019561,0.16974
5740,1.6433e+09,-1,2.44,19.53,85.7,43.601,13.482,0.98522,-0.012307,0.019569,0.16973
5784,1.6433e+09,-1,2.45,19.53,85.7,43.601,13.482,0.98522,-0.012312,0.019583,0.16971
5832,1.6433e+09,-1,2.45,19.53,85.7,43.601,13.482,0.98522,-0.012316,0.019607,0.16971
5877,1.6433e+09,-1.01,2.45,19.53,85.7,43.601,13.482,0.98522,-0.012324,0.019631,0.16971
5922,1.6433e+09,-1.01,2.45,19.53,85.7,43.601,13.482,0.98522,-0.012325,0.019641,0.16971
5966,1.6433e+09,-1,2.46,19.53,85.7,43.601,13.482,0.98522,-0.01232,0.019668,0.16974
6016,1.6433e+09,-1,2.46,19.54,85.59,43.601,13.482,0.98521,-0.012288,0.019683,0.1698
6060,1.6433e+09,-1,2.46,19.55,85.59,43.601,13.482,0.9852,-0.012293,0.019702,0.16985
6103,1.6434e+09,-1,2.46,19.55,85.59,43.601,13.482,0.98519,-0.012251,0.01969,0.16991
6147,1.6434e+09,-0.99,2.46,19.55,85.59,43.601,13.482,0.98519,-0.012188,0.019694,0.16992
6192,1.6434e+09,-1,2.46,19.55,85.59,43.601,13.482,0.98519,-0.012271,0.0197,0.16992
6239,1.6434e+09,-1.01,2.46,19.55,85.59,43.601,13.482,0.98519,-0.012367,0.019732,0.16987
6284,1.6434e+09,-1,2.47,19.54,85.59,43.601,13.482,0.98521,-0.012334,0.01975,0.16977
6328,1.6434e+09,-1,2.47,19.53,85.59,43.601,13.482,0.98522,-0.012298,0.01976,0.1697
6373,1.6434e+09,-1,2.46,19.52,85.59,43.601,13.482,0.98523,-0.012292,0.019709,0.16963
6420,1.6434e+09,-1,2.46,19.51,85.59,43.601,13.482,0.98525,-0.012247,0.019717,0.16952
6467,1.6434e+09,-1,2.46,19.5,85.42,43.601,13.482,0.98526,-0.012254,0.019681,0.16947
6511,1.6434e+09,-1.01,2.46,19.5,85.42,43.601,13.482,0.98527,-0.012411,0.019673,0.16943
6555,1.6435e+09,-1.01,2.46,19.5,85.42,43.601,13.482,0.98526,-0.012414,0.019724,0.16945
6603,1.6435e+09,-1.01,2.46,19.51,85.42,43.601,13.482,0.98525,-0.012392,0.019725,0.16951
6647,1.6435e+09,-1,2.46,19.51,85.42,43.601,13.482,0.98524,-0.012321,0.019724,0.16958
6692,1.6435e+09,-1,2.45,19.52,85.42,43.601,13.482,0.98523,-0.012273,0.01966,0.16964
6737,1.6435e+09,-1,2.46,19.53,85.42,43.601,13.482,0.98522,-0.012267,0.019706,0.16973
6782,1.6435e+09,-1,2.46,19.54,85.42,43.601,13.482,0.98521,-0.01227,0.01975,0.16977
6827,1.6435e+09,-1,2.47,19.54,85.42,43.601,13.482,0.9852,-0.012294,0.019804,0.16979
6875,1.6435e+09,-1,2.47,19.53,85.59,43.601,13.482,0.98521,-0.012283,0.019787,0.16974
6922,1.6435e+09,-0.99,2.46,19.53,85.59,43.601,13.482,0.98523,-0.012192,0.019717,0.16968
6965,1.6436e+09,-0.99,2.46,19.51,85.59,43.601,13.482,0.98525,-0.0122,0.01973,0.16956
7007,1.6436e+09,-0.98,2.46,19.5,85.59,43.601,13.482,0.98526,-0.012131,0.019768,0.1695
7055,1.6436e+09,-0.99,2.47,19.5,85.59,43.601,13.482,0.98526,-0.012169,0.019782,0.16947
7098,1.6436e+09,-1,2.47,19.49,85.59,43.601,13.482,0.98527,-0.012269,0.019797,0.16941
7140,1.6436e+09,-1,2.47,19.49,85.59,43.601,13.482,0.98528,-0.012299,0.019769,0.16936
7184,1.6436e+09,-0.99,2.46,19.49,85.59,43.601,13.482,0.98529,-0.012172,0.019751,0.16933
7227,1.6436e+09,-0.99,2.48,19.49,85.59,43.601,13.482,0.98528,-0.012231,0.019869,0.16938
7273,1.6436e+09,-1,2.48,19.5,85.59,43.601,13.482,0.98526,-0.012319,0.019844,0.16949
7316,1.6436e+09,-1,2.47,19.51,85.4,43.601,13.482,0.98525,-0.012299,0.019827,0.16953
7359,1.6437e+09,-1,2.47,19.51,85.4,43.601,13.482,0.98524,-0.012302,0.019823,0.16957
7404,1.6437e+09,-0.99,2.46,19.52,85.4,43.601,13.482,0.98524,-0.012198,0.019739,0.16961
7446,1.6437e+09,-0.97,2.48,19.52,85.4,43.601,13.482,0.98523,-0.012087,0.019883,0.16964
7486,1.6437e+09,-0.99,2.47,19.52,85.4,43.601,13.482,0.98523,-0.012237,0.019822,0.16963
7528,1.6437e+09,-1,2.48,19.53,85.4,43.601,13.482,0.98521,-0.012353,0.019865,0.16973
7572,1.6437e+09,-1,2.47,19.52,85.4,43.601,13.482,0.98524,-0.012296,0.019781,0.16959
7615,1.6437e+09,-0.97,2.48,19.51,85.4,43.601,13.482,0.98524,-0.012034,0.019907,0.16958
7658,1.6437e+09,-0.98,2.48,19.49,85.4,43.601,13.482,0.98528,-0.012125,0.019918,0.16937
7710,1.6437e+09,-0.99,2.48,19.5,85.56,43.601,13.482,0.98526,-0.01222,0.019875,0.16946
7756,1.6438e+09,-0.98,2.46,19.47,85.56,43.601,13.482,0.98531,-0.012115,0.019715,0.16919
7798,1.6438e+09,-0.97,2.48,19.47,85.56,43.601,13.482,0.9853,-0.01204,0.019949,0.16924
7844,1.6438e+09,-0.97,2.46,19.45,85.56,43.601,13.482,0.98535,-0.012024,0.019764,0.16899
7891,1.6438e+09,-1,2.48,19.47,85.56,43.601,13.482,0.9853,-0.012318,0.01986,0.16924
7936,1.6438e+09,-1,2.45,19.47,85.56,43.601,13.482,0.98532,-0.012276,0.019602,0.16917
7980,1.6438e+09,-0.99,2.48,19.48,85.56,43.601,13.482,0.98529,-0.012185,0.019901,0.16929
8025,1.6438e+09,-0.98,2.46,19.46,85.56,43.601,13.482,0.98532,-0.012135,0.019707,0.16914
8069,1.6438e+09,-1.01,2.49,19.49,85.56,43.601,13.482,0.98527,-0.012381,0.019918,0.1694
8114,1.6438e+09,-1.01,2.44,19.49,85.56,43.601,13.482,0.98528,-0.012301,0.019528,0.16938
8164,1.6438e+09,-0.98,2.5,19.5,85.54,43.601,13.482,0.98525,-0.012203,0.020048,0.16948
8208,1.6439e+09,-0.96,2.46,19.48,85.54,43.601,13.482,0.9853,-0.011959,0.019744,0.16928
8254,1.6439e+09,-1,2.48,19.5,85.54,43.601,13.482,0.98526,-0.012301,0.019869,0.16944
8298,1.6439e+09,-0.95,2.45,19.49,85.54,43.601,13.482,0.98528,-0.011874,0.0197,0.16938
8344,1.6439e+09,-0.96,2.47,19.49,85.54,43.601,13.482,0.98528,-0.011968,0.019857,0.16938
8388,1.6439e+09,-0.93,2.47,19.47,85.54,43.601,13.482,0.98531,-0.011689,0.019863,0.16919
8433,1.6439e+09,-0.98,2.46,19.48,85.54,43.601,13.482,0.9853,-0.012146,0.019708,0.16926
8478,1.6439e+09,-0.95,2.47,19.47,85.54,43.601,13.482,0.98531,-0.011861,0.019836,0.16921
8523,1.6439e+09,-0.97,2.45,19.47,85.54,43.601,13.482,0.98532,-0.011999,0.019653,0.16918
8568,1.6439e+09,-0.95,2.47,19.46,85.54,43.601,13.482,0.98532,-0.011871,0.019903,0.16915
8616,1.6439e+09,-0.99,2.43,19.47,85.5,43.601,13.482,0.98532,-0.012153,0.019484,0.16918
8660,1.644e+09,-0.97,2.48,19.48,85.5,43.601,13.482,0.9853,-0.012029,0.019923,0.16925
8701,1.644e+09,-0.98,2.44,19.47,85.5,43.601,13.482,0.98531,-0.012042,0.019582,0.1692
8746,1.644e+09,-0.99,2.48,19.49,85.5,43.601,13.482,0.98528,-0.012205,0.019892,0.16934
8792,1.644e+09,-0.98,2.43,19.48,85.5,43.601,13.482,0.9853,-0.012027,0.019495,0.16929
8833,1.644e+09,-0.98,2.47,19.49,85.5,43.601,13.482,0.98527,-0.012136,0.019844,0.16939
8879,1.644e+09,-0.98,2.46,19.48,85.5,43.601,13.482,0.98529,-0.012079,0.019715,0.16931
8923,1.644e+09,-1.01,2.45,19.49,85.5,43.601,13.482,0.98527,-0.012377,0.019627,0.16942
8967,1.644e+09,-0.96,2.46,19.48,85.5,43.601,13.482,0.98529,-0.011977,0.019765,0.16931
9013,1.644e+09,-0.99,2.44,19.49,85.5,43.601,13.482,0.98529,-0.012144,0.019575,0.16933
9061,1.644e+09,-0.97,2.47,19.47,85.37,43.601,13.482,0.98531,-0.012042,0.019867,0.16918
9107,1.6441e+09,-1.01,2.44,19.48,85.37,43.601,13.482,0.98529,-0.012353,0.01948,0.16933
9151,1.6441e+09,-0.98,2.47,19.47,85.37,43.601,13.482,0.98531,-0.012103,0.019796,0.16922
9196,1.6441e+09,-1,2.46,19.47,85.37,43.601,13.482,0.9853,-0.012315,0.019725,0.16923
9240,1.6441e+09,-0.99,2.46,19.47,85.37,43.601,13.482,0.98531,-0.012193,0.019726,0.16919
9285,1.6441e+09,-1.01,2.46,19.48,85.37,43.601,13.482,0.98529,-0.012385,0.01974,0.16929
9330,1.6441e+09,-1.01,2.46,19.48,85.37,43.601,13.482,0.98529,-0.012376,0.019669,0.16933
9374,1.6441e+09,-1.01,2.47,19.47,85.37,43.601,13.482,0.9853,-0.012343,0.019765,0.16922
9419,1.6441e+09,-1.04,2.44,19.49,85.37,43.601,13.482,0.98528,-0.012571,0.019517,0.16934
9464,1.6441e+09,-1.01,2.45,19.48,85.37,43.601,13.482,0.98529,-0.012335,0.019601,0.16931
9513,1.6442e+09,-1.05,2.44,19.49,85.43,43.601,13.482,0.98528,-0.012676,0.019507,0.16939
9557,1.6442e+09,-1.05,2.45,19.49,85.43,43.601,13.482,0.98528,-0.012661,0.019544,0.16938
9600,1.6442e+09,-1.01,2.45,19.48,85.43,43.601,13.482,0.98529,-0.01238,0.019582,0.16932
9643,1.6442e+09,-1.04,2.44,19.48,85.43,43.601,13.482,0.98529,-0.012582,0.019464,0.16932
9685,1.6442e+09,-1.02,2.47,19.46,85.43,43.601,13.482,0.98532,-0.012455,0.019785,0.16914
9730,1.6442e+09,-1.04,2.44,19.47,85.43,43.601,13.482,0.98531,-0.012631,0.019444,0.16921
9772,1.6442e+09,-0.99,2.48,19.46,85.43,43.601,13.482,0.98532,-0.012213,0.019918,0.16913
9815,1.6442e+09,-1,2.44,19.46,85.43,43.601,13.482,0.98533,-0.012289,0.019572,0.16909
9858,1.6442e+09,-0.98,2.48,19.45,85.43,43.601,13.482,0.98534,-0.01212,0.019885,0.16903
9903,1.6442e+09,-0.98,2.43,19.45,85.43,43.601,13.482,0.98534,-0.012048,0.019525,0.16904
9947,1.6443e+09,-0.98,2.47,19.46,85.32,43.601,13.482,0.98533,-0.012104,0.019806,0.1691
9990,1.6443e+09,-0.97,2.46,19.45,85.32,43.601,13.482,0.98534,-0.012047,0.019742,0.16902
10035,1.6443e+09,-1,2.43,19.45,85.32,43.601,13.482,0.98533,-0.012268,0.019487,0.16907
10077,1.6443e+09,-0.97,2.46,19.45,85.32,43.601,13.482,0.98533,-0.012032,0.019716,0.16906
10120,1.6443e+09,-1.02,2.43,19.46,85.32,43.601,13.482,0.98533,-0.012372,0.01943,0.16908
10163,1.6443e+09,-1,2.48,19.46,85.32,43.601,13.482,0.98532,-0.012348,0.019877,0.16909
10207,1.6443e+09,-1.05,2.43,19.46,85.32,43.601,13.482,0.98532,-0.012648,0.019417,0.16914
10250,1.6443e+09,-1,2.5,19.47,85.32,43.601,13.482,0.9853,-0.012338,0.02006,0.16921
10294,1.6443e+09,-1.02,2.46,19.46,85.32,43.601,13.482,0.98532,-0.012471,0.019693,0.16913
10340,1.6444e+09,-1.05,2.42,19.47,85.47,43.601,13.482,0.98532,-0.012633,0.019318,0.16917
10384,1.6444e+09,-1,2.48,19.45,85.47,43.601,13.482,0.98533,-0.012346,0.01986,0.16906
10429,1.6444e+09,-1.05,2.44,19.44,85.47,43.601,13.482,0.98534,-0.012654,0.019467,0.16899
10475,1.6444e+09,-1.02,2.48,19.43,85.47,43.601,13.482,0.98535,-0.012458,0.019907,0.1689
10519,1.6444e+09,-1.03,2.45,19.43,85.47,43.601,13.482,0.98537,-0.012493,0.019589,0.16887
10564,1.6444e+09,-0.98,2.48,19.43,85.47,43.601,13.482,0.98536,-0.012167,0.019948,0.16885
10608,1.6444e+09,-0.98,2.47,19.42,85.47,43.601,13.482,0.98539,-0.012094,0.019818,0.16873
10653,1.6444e+09,-0.99,2.47,19.42,85.47,43.601,13.482,0.98538,-0.012159,0.019791,0.16877
10698,1.6444e+09,-0.97,2.45,19.42,85.47,43.601,13.482,0.98539,-0.012004,0.019718,0.16874
10743,1.6444e+09,-0.99,2.45,19.42,85.47,43.601,13.482,0.98539,-0.012204,0.019624,0.16876
10792,1.6445e+09,-0.99,2.46,19.41,85.28,43.601,13.482,0.98539,-0.012221,0.019737,0.16871
10837,1.6445e+09,-1.06,2.44,19.42,85.28,43.601,13.482,0.98538,-0.012733,0.019459,0.16876
10882,1.6445e+09,-1,2.48,19.42,85.28,43.601,13.482,0.98537,-0.012335,0.01985,0.1688
10926,1.6445e+09,-1.05,2.44,19.41,85.28,43.601,13.482,0.98539,-0.012689,0.019434,0.16872
10971,1.6445e+09,-1.02,2.47,19.42,85.28,43.601,13.482,0.98538,-0.012496,0.019795,0.16877
11016,1.6445e+09,-1.06,2.43,19.42,85.28,43.601,13.482,0.98539,-0.012716,0.019346,0.16875
11060,1.6445e+09,-1,2.48,19.43,85.28,43.601,13.482,0.98537,-0.012301,0.019918,0.16882
11106,1.6445e+09,-1.03,2.45,19.41,85.28,43.601,13.482,0.9854,-0.012481,0.019555,0.16869
11151,1.6445e+09,-1,2.46,19.42,85.28,43.601,13.482,0.98538,-0.012273,0.019732,0.16876
11198,1.6446e+09,-1,2.5,19.41,85.28,43.601,13.482,0.98538,-0.012294,0.020072,0.16871
11243,1.6446e+09,-1.05,2.45,19.4,85.34,43.601,13.482,0.98541,-0.01264,0.019534,0.16862
11288,1.6446e+09,-1.01,2.5,19.4,85.34,43.601,13.482,0.9854,-0.012432,0.020066,0.1686
11334,1.6446e+09,-1.04,2.44,19.4,85.34,43.601,13.482,0.98541,-0.012606,0.019512,0.16862
11378,1.6446e+09,-1,2.49,19.41,85.34,43.601,13.482,0.9854,-0.012289,0.019986,0.16866
11426,1.6446e+09,-1.02,2.46,19.4,85.34,43.601,13.482,0.98541,-0.012426,0.019721,0.1686
11472,1.6446e+09,-1.09,2.4,19.4,85.34,43.601,13.482,0.98541,-0.012907,0.01905,0.16862
11517,1.6446e+09,-1.04,2.47,19.41,85.34,43.601,13.482,0.98539,-0.012659,0.019737,0.16867
11562,1.6446e+09,-1.08,2.42,19.4,85.34,43.601,13.482,0.98541,-0.012926,0.019222,0.16859
11607,1.6447e+09,-1.06,2.47,19.41,85.34,43.601,13.482,0.98539,-0.012799,0.019728,0.16866
11652,1.6447e+09,-1.08,2.43,19.4,85.34,43.601,13.482,0.9854,-0.012926,0.019323,0.16864
11701,1.6447e+09,-1.03,2.48,19.41,85.54,43.601,13.482,0.98539,-0.012547,0.01984,0.16867
11746,1.6447e+09,-1.04,2.47,19.4,85.54,43.601,13.482,0.9854,-0.012633,0.019733,0.16863
11791,1.6447e+09,-1.04,2.45,19.4,85.54,43.601,13.482,0.98541,-0.012567,0.019599,0.1686
11835,1.6447e+09,-1.01,2.47,19.41,85.54,43.601,13.482,0.9854,-0.012355,0.019817,0.16867
11877,1.6447e+09,-1.02,2.42,19.4,85.54,43.601,13.482,0.98542,-0.012373,0.01939,0.16856
11922,1.6447e+09,-1,2.48,19.4,85.54,43.601,13.482,0.98541,-0.012332,0.019919,0.16859
11968,1.6447e+09,-1.06,2.39,19.39,85.54,43.601,13.482,0.98543,-0.012653,0.019072,0.16854
12012,1.6447e+09,-0.99,2.49,19.4,85.54,43.601,13.482,0.9854,-0.012233,0.019991,0.16862
12058,1.6448e+09,-1.05,2.39,19.39,85.54,43.601,13.482,0.98544,-0.012551,0.019037,0.16848
12099,1.6448e+09,-1.02,2.47,19.4,85.54,43.601,13.482,0.98541,-0.012429,0.019786,0.16857
12146,1.6448e+09,-1.05,2.43,19.4,85.35,43.601,13.482,0.98542,-0.012622,0.019376,0.16858
12188,1.6448e+09,-1.05,2.46,19.4,85.35,43.601,13.482,0.98541,-0.012698,0.01965,0.1686
12232,1.6448e+09,-1.06,2.5,19.4,85.35,43.601,13.482,0.98539,-0.012888,0.019985,0.16862
12275,1.6448e+09,-1.09,2.44,19.4,85.35,43.601,13.482,0.98541,-0.013025,0.019429,0.16859
12317,1.6448e+09,-1.04,2.53,19.4,85.35,43.601,13.482,0.98539,-0.01271,0.020266,0.16864
