LineNo,TimeUS,C,IVN,IVE,IVD,IPN,IPE,IPD,IMX,IMY,IMZ,IYAW,IVT,RErr,ErSc
2932,1.6426e+09,1,-0.01,-0.03,-0.29,0.19,0.07,-0.12,0,0,0,2.01,0,0.0083111,0.0062953
2979,1.6426e+09,1,-0.01,-0.03,-0.29,0.19,0.07,-0.12,0,0,0,2.01,0,0.0083111,0.0062953
3023,1.6426e+09,1,-0.01,-0.03,-0.29,0.19,0.07,-0.12,0,0,0,2.01,0,0.0083111,0.0062953
3068,1.6426e+09,1,-0.01,-0.03,-0.29,0.19,0.07,-0.12,0,0,0,2.01,0,0.0083111,0.0062953
3112,1.6427e+09,1,-0.01,-0.03,-0.29,0.19,0.07,-0.05,0,0,0,1.92,0,0.0083111,0.0062953
3157,1.6427e+09,1,-0.01,-0.03,-0.29,0.19,0.07,-0.05,0,0,0,1.92,0,0.0083111,0.0062953
3202,1.6427e+09,1,-0.01,-0.03,-0.29,0.19,0.07,-0.05,0,0,0,1.92,0,0.0083111,0.0062953
3246,1.6427e+09,1,-0.01,-0.03,-0.29,0.19,0.07,-0.05,0,0,0,1.92,0,0.0083111,0.0062953
3293,1.6427e+09,1,-0.01,-0.03,-0.29,0.19,0.07,-0.05,0,0,0,1.92,0,0.0083111,0.0062953
3343,1.6427e+09,1,-0.01,-0.03,-0.29,0.19,0.07,-0.05,0,0,0,1.92,0,0.0083111,0.0062953
3389,1.6427e+09,1,-0.01,-0.03,-0.29,0.19,0.07,-0.05,0,0,0,1.92,0,0.0083111,0.0062953
3433,1.6427e+09,1,-0.01,-0.03,-0.29,0.19,0.07,-0.05,0,0,0,1.92,0,0.0083111,0.0062953
3478,1.6427e+09,1,-0.01,-0.03,-0.29,0.19,0.07,-0.05,0,0,0,1.92,0,0.0083111,0.0062953
3523,1.6427e+09,1,-0.01,-0.03,-0.29,0.19,0.07,-0.05,0,0,0,2.91,0,0.0083111,0.0062953
3570,1.6428e+09,1,-0.04,-0.02,-0.31,0.19,0.06,0.13,0,0,0,2.91,0,0.010159,0.0073296
3612,1.6428e+09,1,-0.04,-0.02,-0.31,0.19,0.06,0.13,0,0,0,2.91,0,0.011608,0.0073296
3656,1.6428e+09,1,-0.04,-0.02,-0.31,0.19,0.06,0.13,0,0,0,2.91,0,0.012307,0.0073296
3702,1.6428e+09,1,-0.04,-0.02,-0.31,0.19,0.06,0.13,0,0,0,2.91,0,0.013006,0.0073296
3747,1.6428e+09,1,-0.04,-0.02,-0.31,0.19,0.06,0.13,0,0,0,2.91,0,0.013705,0.0073296
3795,1.6428e+09,1,-0.04,-0.02,-0.31,0.19,0.06,0.13,0,0,0,2.91,0,0.014404,0.0073296
3840,1.6428e+09,1,-0.04,-0.02,-0.31,0.19,0.06,0.13,0,0,0,2.91,0,0.015103,0.0073296
3884,1.6428e+09,1,-0.04,-0.02,-0.31,0.19,0.06,0.13,0,0,0,2.91,0,0.015802,0.0073296
3929,1.6428e+09,1,-0.04,-0.02,-0.31,0.19,0.06,0.13,0,0,0,2.91,0,0.016501,0.0073296
3974,1.6429e+09,1,-0.04,-0.02,-0.31,0.19,0.06,0.13,0,0,0,2.91,0,0.0172,0.0073296
4018,1.6429e+09,1,-0.04,-0.02,-0.31,0.19,0.06,0.13,0,0,0,3.08,0,0.017899,0.0073296
4063,1.6429e+09,1,-0.04,-0.02,-0.31,0.19,0.06,-0.12,0,0,0,3.08,0,0.018598,0.0073296
4107,1.6429e+09,1,-0.04,-0.02,-0.31,0.19,0.06,-0.12,0,0,0,3.08,0,0.019297,0.0073296
4152,1.6429e+09,1,-0.04,-0.02,-0.31,0.19,0.06,-0.12,0,0,0,3.08,0,0.019996,0.0073296
4197,1.6429e+09,1,-0.04,-0.02,-0.31,0.19,0.06,-0.12,0,0,0,3.08,0,0.020696,0.0073296
4246,1.6429e+09,1,-0.04,-0.02,-0.31,0.19,0.06,-0.12,0,0,0,3.08,0,0.021395,0.0073296
4291,1.6429e+09,1,-0.04,-0.02,-0.31,0.19,0.06,-0.12,0,0,0,3.08,0,0.022094,0.0073296
4335,1.6429e+09,1,-0.04,-0.02,-0.31,0.19,0.06,-0.12,0,0,0,3.08,0,0.022793,0.0073296
4378,1.6429e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.12,0,0,0,3.08,0,0.024256,0.0028599
4420,1.643e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,2.29,0,0.026483,0.0028599
4463,1.643e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,2.29,0,0.02871,0.0028599
4507,1.643e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,2.29,0,0.030937,0.0028599
4549,1.643e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,2.29,0,0.033164,0.0028599
4592,1.643e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,2.29,0,0.035391,0.0028599
4634,1.643e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,2.29,0,0.037618,0.0028599
4683,1.643e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,2.29,0,0.039845,0.0028599
4726,1.643e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,2.29,0,0.042072,0.0028599
4769,1.643e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,2.29,0,0.044299,0.0028599
4812,1.6431e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,2.29,0,0.046526,0.0028599
4854,1.6431e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,2.29,0,0.048753,0.0028599
4897,1.6431e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,2.29,0,0.05098,0.0028599
4940,1.6431e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,3.3,0,0.053207,0.0028599
4983,1.6431e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,3.3,0,0.055434,0.0028599
5026,1.6431e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,3.3,0,0.057661,0.0028599
5069,1.6431e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,3.3,0,0.059888,0.0028599
5116,1.6431e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,3.3,0,0.062115,0.0028599
5159,1.6431e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,3.3,0,0.064342,0.0028599
5202,1.6431e+09,1,-0.08,-0.05,-0.16,0.19,0.06,-0.04,0,0,0,3.3,0,0.066569,0.0028599
5242,1.6432e+09,1,-0.08,-0.05,-0.28,0.19,0.06,-0.04,0,0,0,3.3,0,0.067581,0.0063802
5286,1.6432e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0.01,0,0,0,3.54,0,0.06849,0.0063802
5331,1.6432e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0.01,0,0,0,3.54,0,0.069399,0.0063802
5375,1.6432e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0.01,0,0,0,3.54,0,0.070308,0.0063802
5420,1.6432e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0.01,0,0,0,3.54,0,0.071217,0.0063802
5464,1.6432e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0.01,0,0,0,3.54,0,0.072126,0.0063802
5509,1.6432e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0.01,0,0,0,3.54,0,0.073035,0.0063802
5558,1.6432e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0.01,0,0,0,3.54,0,0.073944,0.0063802
5603,1.6432e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0.01,0,0,0,3.54,0,0.074853,0.0063802
5647,1.6432e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0.01,0,0,0,3.54,0,0.075762,0.0063802
5692,1.6433e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0.01,0,0,0,3.54,0,0.076671,0.0063802
5737,1.6433e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0.01,0,0,0,3.54,0,0.07758,0.0063802
5781,1.6433e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0,0,0,0,2.9,0,0.078489,0.0063802
5829,1.6433e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0,0,0,0,2.9,0,0.079398,0.0063802
5874,1.6433e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0,0,0,0,2.9,0,0.080307,0.0063802
5919,1.6433e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0,0,0,0,2.9,0,0.081216,0.0063802
5963,1.6433e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0,0,0,0,2.9,0,0.082125,0.0063802
6013,1.6433e+09,1,-0.08,-0.05,-0.28,0.19,0.06,0,0,0,0,2.9,0,0.083034,0.0063802
6057,1.6433e+09,1,-0.1,-0.07,-0.21,0.19,0.06,0,0,0,0,2.9,0,0.083261,0.0045347
6100,1.6434e+09,1,-0.1,-0.07,-0.21,0.19,0.06,0,0,0,0,2.9,0,0.085518,0.0045347
6144,1.6434e+09,1,-0.1,-0.07,-0.21,0.19,0.06,0,0,0,0,2.9,0,0.087775,0.0045347
6189,1.6434e+09,1,-0.1,-0.07,-0.21,0.19,0.06,0,0,0,0,2.9,0,0.090033,0.0045347
6236,1.6434e+09,1,-0.1,-0.07,-0.21,0.19,0.06,-0.12,0,0,0,2.3,0,0.092854,0.0045347
6281,1.6434e+09,1,-0.1,-0.07,-0.21,0.19,0.06,-0.12,0,0,0,2.3,0,0.095112,0.0045347
6325,1.6434e+09,1,-0.1,-0.07,-0.21,0.19,0.06,-0.12,0,0,0,2.3,0,0.097369,0.0045347
6370,1.6434e+09,1,-0.1,-0.07,-0.21,0.19,0.06,-0.12,0,0,0,2.3,0,0.099626,0.0045347
6417,1.6434e+09,1,-0.1,-0.07,-0.21,0.19,0.06,-0.12,0,0,0,2.3,0,0.10188,0.0045347
6464,1.6434e+09,1,-0.1,-0.07,-0.21,0.19,0.06,-0.12,0,0,0,2.3,0,0.10414,0.0045347
6508,1.6434e+09,1,-0.1,-0.07,-0.21,0.19,0.06,-0.12,0,0,0,2.3,0,0.1064,0.0045347
6552,1.6435e+09,1,-0.1,-0.07,-0.21,0.19,0.06,-0.12,0,0,0,2.3,0,0.10866,0.0045347
6600,1.6435e+09,1,-0.1,-0.07,-0.21,0.19,0.06,-0.31,0,0,0,5.01,0,0.11148,0.0045347
6644,1.6435e+09,1,-0.1,-0.07,-0.21,0.19,0.06,-0.31,0,0,0,5.01,0,0.11373,0.0045347
6689,1.6435e+09,1,-0.1,-0.07,-0.21,0.19,0.06,-0.31,0,0,0,5.01,0,0.11599,0.0045347
6734,1.6435e+09,1,-0.1,-0.07,-0.21,0.19,0.06,-0.31,0,0,0,5.01,0,0.11825,0.0045347
6779,1.6435e+09,1,-0.1,-0.07,-0.21,0.19,0.06,-0.31,0,0,0,5.01,0,0.12051,0.0045347
6824,1.6435e+09,1,-0.1,-0.07,-0.21,0.19,0.06,-0.31,0,0,0,5.01,0,0.12276,0.0045347
6872,1.6435e+09,1,-0.1,-0.07,-0.21,0.19,0.06,-0.31,0,0,0,5.01,0,0.12502,0.0045347
6919,1.6435e+09,1,-0.1,-0.07,-0.21,0.19,0.06,-0.31,0,0,0,5.01,0,0.12728,0.0045347
6962,1.6436e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.31,0,0,0,5.01,0,0.1306,0.006283
7004,1.6436e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.31,0,0,0,5.01,0,0.13386,0.006283
7052,1.6436e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.31,0,0,0,5.01,0,0.13794,0.006283
7095,1.6436e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.13,0,0,0,5.01,0,0.1412,0.006283
7137,1.6436e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.13,0,0,0,2.61,0,0.14447,0.006283
7181,1.6436e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.13,0,0,0,2.61,0,0.14773,0.006283
7224,1.6436e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.13,0,0,0,2.61,0,0.15099,0.006283
7270,1.6436e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.13,0,0,0,2.61,0,0.15425,0.006283
7313,1.6436e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.13,0,0,0,2.61,0,0.15751,0.006283
7356,1.6437e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.13,0,0,0,2.61,0,0.16078,0.006283
7401,1.6437e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.13,0,0,0,2.61,0,0.16404,0.006283
7443,1.6437e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.13,0,0,0,2.61,0,0.1673,0.006283
7483,1.6437e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.13,0,0,0,2.61,0,0.17056,0.006283
7525,1.6437e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.13,0,0,0,2.61,0,0.17383,0.006283
7569,1.6437e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.35,0,0,0,4.76,0,0.17709,0.006283
7612,1.6437e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.35,0,0,0,4.76,0,0.18035,0.006283
7655,1.6437e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.35,0,0,0,4.76,0,0.18361,0.006283
7707,1.6437e+09,1,-0.11,-0.07,-0.26,0.19,0.06,-0.35,0,0,0,4.76,0,0.18769,0.006283
7753,1.6437e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.35,0,0,0,4.76,0,0.19582,0.0083111
7795,1.6438e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.35,0,0,0,4.76,0,0.20342,0.0083111
7841,1.6438e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.35,0,0,0,4.76,0,0.20975,0.0083111
7888,1.6438e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.18,0,0,0,4.76,0,0.21609,0.0083111
7933,1.6438e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.18,0,0,0,3.75,0,0.22243,0.0083111
7977,1.6438e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.18,0,0,0,3.75,0,0.22876,0.0083111
8022,1.6438e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.18,0,0,0,3.75,0,0.2351,0.0083111
8066,1.6438e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.18,0,0,0,3.75,0,0.24143,0.0083111
8111,1.6438e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.18,0,0,0,3.75,0,0.24777,0.0083111
8161,1.6438e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.18,0,0,0,3.75,0,0.2541,0.0083111
8205,1.6439e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.18,0,0,0,3.75,0,0.26044,0.0083111
8251,1.6439e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.18,0,0,0,3.75,0,0.26677,0.0083111
8295,1.6439e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.18,0,0,0,3.75,0,0.27311,0.0083111
8341,1.6439e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.18,0,0,0,3.75,0,0.27944,0.0083111
8385,1.6439e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.22,0,0,0,3.75,0,0.28578,0.0083111
8430,1.6439e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.22,0,0,0,3.75,0,0.29211,0.0083111
8475,1.6439e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.22,0,0,0,2.46,0,0.29845,0.0083111
8520,1.6439e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.22,0,0,0,2.46,0,0.30478,0.0083111
8565,1.6439e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.22,0,0,0,2.46,0,0.31112,0.0083111
8613,1.6439e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.22,0,0,0,2.46,0,0.31745,0.0083111
8657,1.644e+09,1,-0.16,-0.06,-0.3,0.18,0.05,-0.22,0,0,0,2.46,0,0.32799,0.0083111
8698,1.644e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.22,0,0,0,2.46,0,0.3385,0.0072561
8743,1.644e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.22,0,0,0,2.46,0,0.34901,0.0072561
8789,1.644e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.26,0,0,0,3.53,0,0.35952,0.0072561
8830,1.644e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.26,0,0,0,3.53,0,0.37003,0.0072561
8876,1.644e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.26,0,0,0,3.53,0,0.38054,0.0072561
8920,1.644e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.26,0,0,0,3.53,0,0.39105,0.0072561
8964,1.644e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.26,0,0,0,3.53,0,0.40156,0.0072561
9010,1.644e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.26,0,0,0,3.53,0,0.41208,0.0072561
9058,1.644e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.26,0,0,0,3.53,0,0.42259,0.0072561
9104,1.6441e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.26,0,0,0,3.53,0,0.4331,0.0072561
9148,1.6441e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.26,0,0,0,3.53,0,0.44361,0.0072561
9193,1.6441e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.26,0,0,0,3.53,0,0.45412,0.0072561
9237,1.6441e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.4,0,0,0,2.74,0,0.46463,0.0072561
9282,1.6441e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.4,0,0,0,2.74,0,0.47514,0.0072561
9327,1.6441e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.4,0,0,0,2.74,0,0.48565,0.0072561
9371,1.6441e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.4,0,0,0,2.74,0,0.49617,0.0072561
9416,1.6441e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.4,0,0,0,2.74,0,0.50668,0.0072561
9461,1.6441e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.4,0,0,0,2.74,0,0.51719,0.0072561
9510,1.6441e+09,1,-0.2,-0.06,-0.24,0.18,0.05,-0.4,0,0,0,2.74,0,0.5277,0.0072561
9554,1.6442e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.4,0,0,0,2.74,0,0.54585,0.0070564
9597,1.6442e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.34,0,0,0,2.74,0,0.55926,0.0070564
9640,1.6442e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.34,0,0,0,2.74,0,0.57268,0.0070564
9682,1.6442e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.34,0,0,0,3.98,0,0.58609,0.0070564
9727,1.6442e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.34,0,0,0,3.98,0,0.59951,0.0070564
9769,1.6442e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.34,0,0,0,3.98,0,0.61292,0.0070564
9812,1.6442e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.34,0,0,0,3.98,0,0.62634,0.0070564
9855,1.6442e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.34,0,0,0,3.98,0,0.63976,0.0070564
9900,1.6442e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.34,0,0,0,3.98,0,0.65317,0.0070564
9944,1.6443e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.34,0,0,0,3.98,0,0.66659,0.0070564
9987,1.6443e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.34,0,0,0,3.98,0,0.68,0.0070564
10032,1.6443e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.34,0,0,0,3.98,0,0.69342,0.0070564
10074,1.6443e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.47,0,0,0,4.01,0,0.70683,0.0070564
10117,1.6443e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.47,0,0,0,4.01,0,0.72025,0.0070564
10160,1.6443e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.47,0,0,0,4.01,0,0.73367,0.0070564
10204,1.6443e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.47,0,0,0,4.01,0,0.74708,0.0070564
10247,1.6443e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.47,0,0,0,4.01,0,0.7605,0.0070564
10291,1.6443e+09,1,-0.21,-0.07,-0.22,0.18,0.06,-0.47,0,0,0,4.01,0,0.77391,0.0070564
10337,1.6444e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.47,0,0,0,4.01,0,0.79622,0.0067917
10381,1.6444e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.47,0,0,0,4.01,0,0.81464,0.0067917
10426,1.6444e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.47,0,0,0,4.01,0,0.83306,0.0067917
10472,1.6444e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.47,0,0,0,4.01,0,0.85148,0.0067917
10516,1.6444e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.47,0,0,0,4.01,0,0.8699,0.0067917
10561,1.6444e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.32,0,0,0,5.07,0,0.88832,0.0067917
10605,1.6444e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.32,0,0,0,5.07,0,0.90674,0.0067917
10650,1.6444e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.32,0,0,0,5.07,0,0.92516,0.0067917
10695,1.6444e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.32,0,0,0,5.07,0,0.94358,0.0067917
10740,1.6444e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.32,0,0,0,5.07,0,0.962,0.0067917
10789,1.6445e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.32,0,0,0,5.07,0,0.98042,0.0067917
10834,1.6445e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.32,0,0,0,5.07,0,0.99884,0.0067917
10879,1.6445e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.32,0,0,0,5.07,0,1,0.0067917
10923,1.6445e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.32,0,0,0,5.07,0,1,0.0067917
10968,1.6445e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.32,0,0,0,5.07,0,1,0.0067917
11013,1.6445e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.32,0,0,0,5.07,0,1,0.0067917
11057,1.6445e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.5,0,0,0,3.56,0,1,0.0067917
11103,1.6445e+09,1,-0.25,-0.07,-0.17,0.17,0.06,-0.5,0,0,0,3.56,0,1,0.0067917
