LineNo,TimeUS,I,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U
46244,3.105e+07,0,3,4.689e+08,2230,16,0.69,43.601,13.482,84.02,0.066,0,-0.001,0,1
47067,3.1256e+07,0,3,4.689e+08,2230,16,0.69,43.601,13.482,84.04,0.019,0,0.018,0,1
47898,3.1461e+07,0,3,4.689e+08,2230,16,0.69,43.601,13.482,84.08,0.043,0,0.087,0,1
48635,3.1645e+07,0,3,4.689e+08,2230,16,0.69,43.601,13.482,84.09,0.064,0,0.06,0,1
49381,3.1831e+07,0,3,4.689e+08,2230,16,0.69,43.601,13.482,84.11,0.024,0,0.023,0,1
50176,3.2033e+07,0,3,4.689e+08,2230,16,0.69,43.601,13.482,84.16,0.129,0,0.034,0,1
51004,3.2238e+07,0,3,4.689e+08,2230,16,0.69,43.601,13.482,84.19,0.066,0,0.001,0,1
51794,3.2439e+07,0,3,4.689e+08,2230,16,0.69,43.601,13.482,84.24,0.053,0,-0.065,0,1
52616,3.2641e+07,0,3,4.689e+08,2230,16,0.69,43.601,13.482,84.26,0.062,0,0.015,0,1
53444,3.2844e+07,0,3,4.689e+08,2230,16,0.69,43.601,13.482,84.28,0.115,0,0.076,0,1
54184,3.303e+07,0,3,4.689e+08,2230,16,0.69,43.601,13.482,84.29,0.033,0,0.02,0,1
55088,3.3252e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,84.32,0.082,0,0.117,0,1
55800,3.3435e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,84.37,0.088,0,0.003,0,1
56590,3.3638e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,84.38,0.061,0,0.114,0,1
57419,3.3846e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,84.42,0.043,0,0.119,0,1
58244,3.4052e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,84.46,0.069,0,0.045,0,1
58991,3.4237e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,84.51,0.007,0,-0.028,0,1
59817,3.4447e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,84.61,0.037,0,0.028,0,1
60638,3.465e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,84.68,0.049,0,-0.045,0,1
61457,3.4854e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,84.77,0.041,0,0.052,0,1
62246,3.5055e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,84.85,0.052,0,0.035,0,1
62983,3.524e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,84.92,0.018,0,-0.001,0,1
63806,3.5443e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,85,0.052,0,-0.024,0,1
64626,3.5648e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,85.09,0.018,0,0.058,0,1
65407,3.5851e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,85.18,0.077,0,0.008,0,1
66204,3.6053e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,85.29,0.098,0,0.058,0,1
66985,3.6255e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,85.35,0.202,343.51,0.065,0,1
67717,3.6438e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,85.42,0.072,343.51,-0.003,0,1
68500,3.6639e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,85.5,0.054,343.51,0.008,0,1
69316,3.6842e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,85.57,0.035,343.51,0.038,0,1
70126,3.7044e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,85.63,0.047,343.51,0.065,0,1
70904,3.7247e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,85.69,0.035,343.51,-0.032,0,1
71714,3.745e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,85.75,0.073,343.51,0.077,0,1
72519,3.7652e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,85.81,0.239,343.51,-0.045,0,1
73242,3.7836e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,85.92,0.204,343.51,-0.149,0,1
74027,3.8038e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,86.13,0.361,35.91,-0.837,0,1
74842,3.8241e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,86.49,0.566,90.163,-1.483,0,1
75569,3.8425e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,86.79,0.559,96.815,-1.103,0,1
76462,3.8648e+07,0,3,4.6891e+08,2230,15,0.77,43.601,13.482,86.93,0.85,135.69,-0.589,0,1
77271,3.8851e+07,0,3,4.6891e+08,2230,15,0.77,43.601,13.482,86.99,0.89,133.07,-0.344,0,1
78081,3.9052e+07,0,3,4.6891e+08,2230,15,0.77,43.601,13.482,86.98,1.121,142.23,0.045,0,1
78819,3.9232e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,86.98,1.616,151.26,0.037,0,1
79628,3.9435e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,86.95,1.369,154.92,0.066,0,1
80433,3.9635e+07,0,3,4.6891e+08,2230,15,0.71,43.601,13.482,86.89,1.216,146.77,-0.159,0,1
81214,3.9837e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,87,1.031,159.51,-0.146,0,1
82025,4.0039e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,87.01,1.328,168.57,0.311,0,1
82834,4.0241e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,87.02,0.979,177.28,-0.179,0,1
83648,4.0442e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,87.11,0.819,180.49,-0.216,0,1
84431,4.0643e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,87.1,0.983,187.48,0.19,0,1
85243,4.0845e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,87.05,1.362,179.15,-0.085,0,1
86025,4.1046e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,87.05,1.517,181.08,-0.07,0,1
86803,4.1248e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,87.08,1.41,186.86,0.165,0,1
87610,4.1449e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,86.99,1.19,188.24,-0.159,0,1
88425,4.165e+07,0,3,4.6891e+08,2230,16,0.69,43.601,13.482,86.95,1.283,192.1,0.204,0,1
89123,4.1832e+07,0,3,4.6891e+08,2230,15,0.77,43.601,13.482,86.9,1.654,188.46,0.099,0,1
89939,4.2036e+07,0,3,4.6891e+08,2230,14,0.77,43.601,13.482,86.92,1.226,190.21,-0.203,0,1
90749,4.2238e+07,0,3,4.6891e+08,2230,15,0.77,43.601,13.482,86.85,1.718,194.08,0.232,0,1
91528,4.2439e+07,0,3,4.6891e+08,2230,15,0.77,43.601,13.482,86.82,1.277,195.98,-0.118,0,1
92340,4.2641e+07,0,3,4.6891e+08,2230,15,0.77,43.601,13.482,86.82,1.053,197.23,-0.09,0,1
93117,4.2842e+07,0,3,4.6891e+08,2230,15,0.77,43.601,13.482,86.73,1.505,195.83,0.454,0,1
93929,4.3047e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.8,1.337,196.7,-0.287,0,1
94739,4.3249e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.74,1.239,199.62,0.161,0,1
95546,4.345e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.71,1.422,203.88,0.069,0,1
96255,4.3635e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.68,1.036,208.58,-0.01,0,1
97069,4.3842e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.61,1.136,202.69,0.27,0,1
97885,4.4051e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.57,1.323,196.88,-0.037,0,1
98617,4.4234e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.62,1.258,200,-0.104,0,1
99423,4.4435e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.53,1.349,206.42,0.323,0,1
1.0023e+05,4.4637e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.5,1.361,209.62,-0.121,0,1
1.0104e+05,4.4843e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.52,0.937,212.43,0.071,0,1
1.0185e+05,4.5047e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.4,1.447,206.81,0.44,0,1
1.0258e+05,4.5227e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.43,1.309,209.45,-0.353,0,1
1.0345e+05,4.545e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.41,1.357,210.78,-0.021,0,1
1.0419e+05,4.5632e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.36,1.055,216.44,0.262,0,1
1.05e+05,4.5834e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.29,1.23,210.42,0.019,0,1
1.0578e+05,4.6038e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.21,0.8,209.07,0.15,0,1
1.0656e+05,4.6242e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.1,0.944,201.73,0.365,0,1
1.0738e+05,4.6444e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,86.06,0.802,204.41,0.15,0,1
1.081e+05,4.6625e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,85.93,0.41,206.39,0.308,0,1
1.0897e+05,4.6846e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,85.83,0.588,220.75,0.355,0,1
1.0976e+05,4.7049e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,85.82,0.632,231.09,0.056,0,1
1.1054e+05,4.7249e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,85.83,0.356,226.33,0.111,0,1
1.1127e+05,4.7431e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,85.8,0.169,226.33,-0.018,0,1
1.1208e+05,4.7634e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,85.79,0.247,226.33,0.095,0,1
1.1289e+05,4.7837e+07,0,3,4.6892e+08,2230,16,0.69,43.601,13.482,85.77,0.246,226.33,-0.137,0,1
1.1368e+05,4.804e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,85.77,0.261,194.43,-0.13,0,1
1.1449e+05,4.8242e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,85.75,0.244,194.43,0.055,0,1
1.153e+05,4.8446e+07,0,3,4.6892e+08,2230,15,0.77,43.601,13.482,85.72,0.086,194.43,-0.081,0,1
1.1587e+05,1.0783e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.08,0.009,288.04,0.032,0,1
1.1674e+05,1.0803e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.07,0.016,288.04,-0.085,0,1
1.1764e+05,1.0823e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.07,0.012,288.04,-0.029,0,1
1.185e+05,1.0844e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.07,0.011,288.04,0.005,0,1
1.194e+05,1.0864e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.06,0.033,288.04,0.019,0,1
1.2024e+05,1.0885e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.05,0.053,288.04,-0.042,0,1
1.2104e+05,1.0903e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.05,0.032,288.04,-0.048,0,1
1.2195e+05,1.0924e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.04,0.045,288.04,-0.093,0,1
1.2282e+05,1.0944e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.05,0.009,288.04,-0.017,0,1
1.2372e+05,1.0964e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.06,0.032,288.04,-0.126,0,1
1.2453e+05,1.0983e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.06,0.009,288.04,-0.058,0,1
1.2543e+05,1.1003e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.06,0.032,288.04,-0.005,0,1
1.264e+05,1.1026e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.04,0.041,288.04,-0.068,0,1
1.2721e+05,1.1044e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.05,0.026,288.04,-0.032,0,1
1.2811e+05,1.1065e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.04,0.023,288.04,0.009,0,1
1.2877e+05,1.1083e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.03,0.035,288.04,-0.051,0,1
1.2968e+05,1.1104e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.03,0.047,288.04,-0.047,0,1
1.3058e+05,1.1124e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.02,0.022,288.04,-0.073,0,1
1.3148e+05,1.1145e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.02,0.029,288.04,-0.048,0,1
1.3235e+05,1.1165e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.02,0.011,288.04,-0.028,0,1
1.3316e+05,1.1184e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83.01,0.025,288.04,-0.03,0,1
1.3406e+05,1.1205e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83,0.024,288.04,0,0,1
1.3484e+05,1.1223e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,83,0.025,288.04,-0.079,0,1
1.3574e+05,1.1244e+08,0,3,4.6898e+08,2230,15,0.77,43.601,13.482,82.99,0.034,288.04,-0.06,0,1
1.3665e+05,1.1264e+08,0,3,4.6898e+08,2230,16,0.69,43.601,13.482,83,0.009,288.04,0.006,0,1
1.3752e+05,1.1284e+08,0,3,4.6898e+08,2230,16,0.69,43.601,13.482,83.02,0.031,288.04,-0.024,0,1
1.3842e+05,1.1305e+08,0,3,4.6898e+08,2230,16,0.69,43.601,13.482,83.03,0.014,288.04,-0.017,0,1
1.3917e+05,1.1323e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.02,0.013,288.04,0.038,0,1
1.3999e+05,1.1344e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.04,0.014,288.04,0.003,0,1
1.4082e+05,1.1364e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.06,0.008,288.04,0.032,0,1
1.4164e+05,1.1384e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.07,0.033,288.04,0.101,0,1
1.4243e+05,1.1405e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.08,0.006,288.04,0.046,0,1
1.4326e+05,1.1425e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.09,0.047,288.04,0.031,0,1
1.44e+05,1.1443e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.1,0.048,288.04,0.006,0,1
1.4479e+05,1.1464e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.13,0.024,288.04,-0.024,0,1
1.4558e+05,1.1484e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.15,0.042,288.04,0.02,0,1
1.4641e+05,1.1505e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.16,0.011,288.04,-0.007,0,1
1.4715e+05,1.1523e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.17,0.036,288.04,0.04,0,1
1.4794e+05,1.1544e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.19,0.038,288.04,0,0,1
1.4877e+05,1.1564e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.21,0.004,288.04,-0.013,0,1
1.4959e+05,1.1585e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.22,0.025,288.04,-0.064,0,1
1.5031e+05,1.1603e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.25,0.025,288.04,-0.049,0,1
1.5113e+05,1.1624e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.28,0.025,288.04,-0.028,0,1
1.5195e+05,1.1645e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.29,0.05,288.04,-0.002,0,1
1.5269e+05,1.1664e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.32,0.039,288.04,-0.029,0,1
1.5349e+05,1.1684e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.34,0.014,288.04,-0.036,0,1
1.5432e+05,1.1705e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.35,0.016,288.04,-0.022,0,1
1.5505e+05,1.1723e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.35,0.057,288.04,0.023,0,1
1.5588e+05,1.1744e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.35,0.024,288.04,-0.053,0,1
1.5667e+05,1.1764e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.35,0.072,288.04,-0.042,0,1
1.575e+05,1.1785e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.36,0.035,288.04,-0.043,0,1
1.5821e+05,1.1803e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.36,0.07,288.04,-0.056,0,1
1.5903e+05,1.1824e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.35,0.035,288.04,-0.041,0,1
1.5986e+05,1.1844e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.35,0.012,288.04,-0.022,0,1
1.606e+05,1.1863e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.35,0.053,288.04,-0.01,0,1
1.6139e+05,1.1883e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.34,0.023,288.04,-0.011,0,1
1.6222e+05,1.1904e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.33,0.022,288.04,-0.008,0,1
1.6304e+05,1.1924e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.33,0.015,288.04,0.02,0,1
1.6386e+05,1.1945e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.33,0.046,288.04,-0.004,0,1
1.646e+05,1.1963e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.34,0.039,288.04,-0.065,0,1
1.6539e+05,1.1984e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.32,0.042,288.04,-0.05,0,1
1.6619e+05,1.2004e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.32,0.029,288.04,-0.038,0,1
1.6699e+05,1.2025e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.31,0.014,288.04,-0.059,0,1
1.6773e+05,1.2043e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.33,0.049,288.04,-0.005,0,1
1.6853e+05,1.2063e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.32,0.035,288.04,-0.044,0,1
1.6935e+05,1.2084e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.31,0.036,288.04,0.033,0,1
1.7014e+05,1.2104e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.3,0.039,288.04,0.001,0,1
1.7097e+05,1.2125e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.3,0.031,288.04,-0.057,0,1
1.7179e+05,1.2145e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.31,0.013,288.04,-0.029,0,1
1.7258e+05,1.2165e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.29,0.023,288.04,0.015,0,1
1.7332e+05,1.2184e+08,0,3,4.6899e+08,2230,15,0.77,43.601,13.482,83.28,0.055,288.04,-0.036,0,1
1.7414e+05,1.2204e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.31,0.009,288.04,0.002,0,1
1.7494e+05,1.2224e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.32,0.029,288.04,-0.006,0,1
1.7576e+05,1.2245e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.34,0.066,288.04,-0.005,0,1
1.765e+05,1.2263e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.35,0.01,288.04,0.022,0,1
1.7732e+05,1.2284e+08,0,3,4.6899e+08,2230,16,0.69,43.601,13.482,83.37,0.019,288.04,-0.073,0,1
1.7812e+05,1.2304e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.39,0.016,288.04,-0.006,0,1
1.7894e+05,1.2324e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.42,0.05,288.04,-0.005,0,1
1.7976e+05,1.2345e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.44,0.043,288.04,-0.036,0,1
1.8059e+05,1.2365e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.47,0.031,288.04,-0.022,0,1
1.8133e+05,1.2383e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.49,0.05,288.04,-0.037,0,1
1.8213e+05,1.2404e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.51,0.011,288.04,-0.024,0,1
