LineNo,TimeUS,C,Q1,Q2,Q3,Q4
4310,2.0529e+07,0,0.97665,0.0044302,0.0046386,0.21475
4351,2.0539e+07,0,0.97664,0.0044421,0.0046288,0.21477
4391,2.0549e+07,0,0.97664,0.0044441,0.0046053,0.21479
4432,2.0559e+07,0,0.97664,0.0044545,0.0046025,0.21481
4479,2.057e+07,0,0.97663,0.0044578,0.0045937,0.21484
4519,2.058e+07,0,0.97662,0.0044515,0.0045817,0.21486
4561,2.059e+07,0,0.97662,0.0044506,0.0045805,0.21487
4604,2.0602e+07,0,0.97662,0.0044472,0.0045804,0.2149
4648,2.0615e+07,0,0.97661,0.0044409,0.0045846,0.21493
4689,2.0625e+07,0,0.97661,0.0044406,0.0045967,0.21492
4729,2.0635e+07,0,0.97661,0.0044421,0.0045955,0.21491
4772,2.0645e+07,0,0.97661,0.0044485,0.0045935,0.21491
4813,2.0655e+07,0,0.97661,0.0044581,0.004596,0.21491
4854,2.0665e+07,0,0.97661,0.0044694,0.0045984,0.21491
4899,2.0676e+07,0,0.97661,0.0044824,0.0046012,0.21491
4940,2.0686e+07,0,0.97661,0.0044925,0.0046105,0.21492
4981,2.0696e+07,0,0.97661,0.004508,0.0046163,0.21493
5022,2.0706e+07,0,0.97661,0.0045174,0.0046226,0.21493
5063,2.0719e+07,0,0.9766,0.0045274,0.0046283,0.21496
5103,2.0729e+07,0,0.9766,0.0045173,0.0046247,0.21497
5145,2.0739e+07,0,0.97659,0.0045052,0.0046177,0.21499
5186,2.0749e+07,0,0.97659,0.0045013,0.0046127,0.21501
5226,2.0759e+07,0,0.97658,0.0044905,0.0046046,0.21504
5271,2.0769e+07,0,0.97658,0.0044812,0.0045982,0.21507
5312,2.078e+07,0,0.97657,0.0044701,0.0045943,0.21509
5356,2.079e+07,0,0.97657,0.0044621,0.0045799,0.21512
5397,2.08e+07,0,0.97656,0.0044609,0.0045842,0.21515
5439,2.081e+07,0,0.97655,0.0044602,0.0045874,0.21518
5477,2.0822e+07,0,0.97654,0.0044664,0.0045822,0.21524
5518,2.0832e+07,0,0.97653,0.0044748,0.0045907,0.21529
5562,2.0842e+07,0,0.97652,0.0044885,0.0046003,0.21534
5603,2.0853e+07,0,0.97651,0.0044974,0.0046118,0.21539
5643,2.0863e+07,0,0.9765,0.0045073,0.0046232,0.21544
5688,2.0873e+07,0,0.97648,0.0045123,0.0046273,0.2155
5728,2.0883e+07,0,0.97647,0.0045139,0.0046366,0.21556
5771,2.0893e+07,0,0.97646,0.0045228,0.0046332,0.21562
5811,2.0903e+07,0,0.97644,0.0045146,0.0046262,0.21568
5849,2.0914e+07,0,0.97643,0.0045102,0.0046142,0.21574
5888,2.0924e+07,0,0.97642,0.0044995,0.004614,0.21578
5928,2.0934e+07,0,0.97641,0.0044829,0.0046106,0.21584
5970,2.0944e+07,0,0.9764,0.0044731,0.0046098,0.21589
6011,2.0954e+07,0,0.97639,0.0044552,0.0046032,0.21593
6051,2.0964e+07,0,0.97638,0.0044531,0.0045965,0.21597
6096,2.0974e+07,0,0.97637,0.0044532,0.0045923,0.21602
6136,2.0984e+07,0,0.97636,0.0044648,0.0045889,0.21607
6178,2.0994e+07,0,0.97635,0.0044828,0.004584,0.21611
6219,2.1004e+07,0,0.97634,0.004495,0.0045996,0.21615
6259,2.1014e+07,0,0.97633,0.004521,0.00461,0.2162
6297,2.1024e+07,0,0.97632,0.0045362,0.0046138,0.21624
6338,2.1034e+07,0,0.97631,0.0045628,0.0046154,0.21629
6382,2.1044e+07,0,0.9763,0.0045748,0.0046056,0.21635
6422,2.1054e+07,0,0.97628,0.0045683,0.004593,0.2164
6466,2.1067e+07,0,0.97627,0.004549,0.0045538,0.21646
6510,2.1077e+07,0,0.97626,0.0045312,0.0045342,0.21651
6551,2.1087e+07,0,0.97625,0.0045099,0.0045204,0.21657
6593,2.1097e+07,0,0.97624,0.004487,0.0045196,0.21661
6633,2.111e+07,0,0.97623,0.0044667,0.0045278,0.21666
6671,2.112e+07,0,0.97622,0.0044488,0.0045398,0.21671
6711,2.113e+07,0,0.9762,0.0044426,0.004556,0.21676
6754,2.114e+07,0,0.9762,0.0044483,0.0045663,0.2168
6794,2.115e+07,0,0.97618,0.0044453,0.0045787,0.21685
6835,2.116e+07,0,0.97617,0.0044603,0.0045864,0.2169
6876,2.117e+07,0,0.97616,0.0044945,0.0046024,0.21694
6921,2.118e+07,0,0.97615,0.0045316,0.004604,0.21698
6962,2.119e+07,0,0.97614,0.0045575,0.0045958,0.21703
7002,2.1201e+07,0,0.97614,0.0045719,0.0045963,0.21706
7043,2.1214e+07,0,0.97613,0.0046036,0.0045956,0.21711
7083,2.1224e+07,0,0.97612,0.0046259,0.0045977,0.21715
7124,2.1234e+07,0,0.97611,0.0046153,0.0045901,0.21718
7167,2.1244e+07,0,0.9761,0.0045973,0.0045901,0.21721
7209,2.1254e+07,0,0.97609,0.0045861,0.004594,0.21726
7250,2.1264e+07,0,0.97609,0.0045656,0.0045985,0.21729
7294,2.1274e+07,0,0.97608,0.0045526,0.0046141,0.21733
7336,2.1284e+07,0,0.97607,0.0045294,0.0046176,0.21736
7377,2.1294e+07,0,0.97606,0.0045196,0.0046094,0.21741
7419,2.1304e+07,0,0.97605,0.0045119,0.004601,0.21745
7463,2.132e+07,0,0.97604,0.0045246,0.0045934,0.2175
7504,2.133e+07,0,0.97604,0.0045359,0.0045838,0.21751
7545,2.134e+07,0,0.97603,0.0045535,0.0045743,0.21753
7587,2.135e+07,0,0.97603,0.004554,0.0045654,0.21755
7627,2.136e+07,0,0.97602,0.0045653,0.0045592,0.21757
7668,2.137e+07,0,0.97602,0.004573,0.0045691,0.21758
7714,2.138e+07,0,0.97602,0.0045655,0.0045816,0.2176
7755,2.139e+07,0,0.97601,0.0045504,0.0045922,0.21762
7797,2.14e+07,0,0.97601,0.0045356,0.0045986,0.21764
7840,2.1412e+07,0,0.976,0.0045264,0.0045954,0.21768
7881,2.1425e+07,0,0.97599,0.0045061,0.0045792,0.21771
7921,2.1435e+07,0,0.97599,0.0044875,0.0045752,0.2177
7962,2.1445e+07,0,0.976,0.0044771,0.0045705,0.2177
8007,2.1455e+07,0,0.976,0.0044805,0.0045743,0.21769
8047,2.1466e+07,0,0.976,0.0044849,0.0045749,0.21769
8092,2.1476e+07,0,0.976,0.0045026,0.0045796,0.21768
8132,2.1486e+07,0,0.976,0.0045121,0.0045806,0.21766
8174,2.1496e+07,0,0.976,0.0045122,0.0045901,0.21765
8215,2.1506e+07,0,0.97601,0.0045166,0.0046035,0.21763
8255,2.1516e+07,0,0.97601,0.0045318,0.0046188,0.21761
8290,2.1527e+07,0,0.97602,0.0045639,0.0046386,0.21756
8331,2.1537e+07,0,0.97603,0.0045887,0.0046463,0.21752
8371,2.1547e+07,0,0.97605,0.0046086,0.0046438,0.21746
8412,2.1557e+07,0,0.97605,0.0046218,0.0046176,0.21743
8453,2.1567e+07,0,0.97606,0.0046211,0.0046044,0.21739
8503,2.158e+07,0,0.97607,0.0046236,0.0045902,0.21737
8544,2.159e+07,0,0.97607,0.0046059,0.0045876,0.21736
8585,2.16e+07,0,0.97607,0.0045895,0.0045701,0.21735
8626,2.161e+07,0,0.97607,0.0045684,0.0045666,0.21735
8663,2.162e+07,0,0.97607,0.0045386,0.0045628,0.21734
8704,2.1632e+07,0,0.97608,0.0045101,0.0045624,0.21732
8746,2.1642e+07,0,0.97608,0.0045021,0.0045738,0.21732
8787,2.1653e+07,0,0.97608,0.0045074,0.004585,0.21731
8829,2.1663e+07,0,0.97608,0.0045223,0.0045946,0.21729
8870,2.1673e+07,0,0.97609,0.0045344,0.0045948,0.21727
8915,2.1683e+07,0,0.97609,0.0045421,0.0045981,0.21726
8955,2.1693e+07,0,0.9761,0.004553,0.0045925,0.21724
8996,2.1703e+07,0,0.9761,0.0045729,0.0045868,0.21723
9036,2.1714e+07,0,0.9761,0.0045811,0.0045827,0.21723
9077,2.1724e+07,0,0.9761,0.0045991,0.0045972,0.21724
9115,2.1734e+07,0,0.9761,0.0046043,0.0046075,0.21724
9155,2.1744e+07,0,0.9761,0.0045892,0.0046224,0.21723
9196,2.1754e+07,0,0.9761,0.0045704,0.0046312,0.21724
9236,2.1764e+07,0,0.97609,0.0045575,0.004635,0.21727
9277,2.1774e+07,0,0.97609,0.0045497,0.0046446,0.21729
9321,2.1784e+07,0,0.97608,0.0045357,0.0046356,0.2173
9363,2.1794e+07,0,0.97608,0.0045254,0.0046211,0.21733
9406,2.1804e+07,0,0.97607,0.0045219,0.004606,0.21735
9446,2.1814e+07,0,0.97607,0.0045214,0.0045911,0.21738
9485,2.1824e+07,0,0.97606,0.0045253,0.0045746,0.21739
9530,2.1874e+07,0,0.97606,0.0046012,0.0045847,0.21742
9575,2.1884e+07,0,0.97606,0.0046001,0.0045952,0.21741
9616,2.1894e+07,0,0.97606,0.0046142,0.0046114,0.21742
9657,2.1904e+07,0,0.97606,0.0046204,0.0046142,0.21743
9697,2.1914e+07,0,0.97605,0.0046152,0.0046087,0.21745
9731,2.1924e+07,0,0.97604,0.0045988,0.0045957,0.21747
9772,2.1934e+07,0,0.97604,0.0045827,0.0045859,0.21749
9813,2.1944e+07,0,0.97604,0.0045609,0.0045754,0.21749
9854,2.1954e+07,0,0.97604,0.0045483,0.0045755,0.2175
9895,2.1964e+07,0,0.97604,0.0045271,0.0045732,0.2175
9936,2.1974e+07,0,0.97604,0.0045224,0.0045754,0.21749
9981,2.1984e+07,0,0.97604,0.0045131,0.0045817,0.21749
10022,2.1994e+07,0,0.97604,0.004516,0.0045938,0.21748
10063,2.2004e+07,0,0.97605,0.0045195,0.0046072,0.21746
10103,2.2014e+07,0,0.97605,0.0045267,0.0046077,0.21745
10141,2.2024e+07,0,0.97605,0.0045438,0.0046135,0.21746
10181,2.2034e+07,0,0.97605,0.0045623,0.0046079,0.21745
10224,2.2044e+07,0,0.97605,0.0045795,0.004599,0.21744
10264,2.2054e+07,0,0.97606,0.0045877,0.004587,0.21743
10306,2.2064e+07,0,0.97606,0.0045859,0.004582,0.21742
10346,2.2074e+07,0,0.97606,0.0045878,0.004574,0.21741
10392,2.2084e+07,0,0.97606,0.0045819,0.0045813,0.21741
10432,2.2094e+07,0,0.97606,0.0045824,0.0045827,0.21741
10474,2.2104e+07,0,0.97606,0.0045768,0.0045831,0.21741
10515,2.2114e+07,0,0.97606,0.0045661,0.0045862,0.21741
10552,2.2124e+07,0,0.97606,0.0045498,0.004589,0.21741
10593,2.2134e+07,0,0.97606,0.0045446,0.0045883,0.21742
10633,2.2144e+07,0,0.97605,0.0045389,0.004587,0.21743
10675,2.2155e+07,0,0.97605,0.0045429,0.0045847,0.21746
10715,2.2166e+07,0,0.97604,0.0045515,0.0045803,0.21749
10757,2.2177e+07,0,0.97604,0.0045446,0.004579,0.21752
10802,2.2186e+07,0,0.97603,0.0045405,0.0045768,0.21755
10842,2.2196e+07,0,0.97602,0.0045369,0.0045793,0.21758
10883,2.2206e+07,0,0.97601,0.0045364,0.0045881,0.21761
10929,2.2222e+07,0,0.976,0.0045533,0.0045947,0.21767
10971,2.2232e+07,0,0.97599,0.0045591,0.0046054,0.21771
11011,2.2242e+07,0,0.97599,0.0045505,0.0046062,0.21773
11054,2.2253e+07,0,0.97598,0.0045407,0.0046105,0.21776
11094,2.2263e+07,0,0.97597,0.004529,0.0046171,0.21779
11136,2.2273e+07,0,0.97597,0.004532,0.0046134,0.21782
11182,2.2283e+07,0,0.97596,0.0045254,0.004605,0.21785
11222,2.2294e+07,0,0.97596,0.0045285,0.0045934,0.21787
11265,2.2304e+07,0,0.97595,0.0045309,0.0045976,0.21789
11305,2.2314e+07,0,0.97595,0.0045313,0.0045863,0.21791
11347,2.2324e+07,0,0.97594,0.0045253,0.0045797,0.21794
11384,2.2334e+07,0,0.97594,0.0045156,0.0045745,0.21794
11425,2.2344e+07,0,0.97594,0.0045197,0.0045783,0.21793
11466,2.2354e+07,0,0.97595,0.0045221,0.0045804,0.21792
11506,2.2364e+07,0,0.97595,0.0045161,0.0045893,0.21791
11548,2.2374e+07,0,0.97595,0.0045175,0.0045907,0.2179
11593,2.2385e+07,0,0.97595,0.0045147,0.0045915,0.21789
11636,2.2395e+07,0,0.97595,0.0045194,0.0045969,0.21789
11677,2.2405e+07,0,0.97596,0.0045221,0.004597,0.21788
11717,2.2416e+07,0,0.97596,0.0045274,0.0045932,0.21788
11758,2.2426e+07,0,0.97596,0.004536,0.0045875,0.21787
11795,2.2436e+07,0,0.97596,0.0045271,0.0045858,0.21786
11837,2.2447e+07,0,0.97596,0.0045214,0.0045848,0.21787
11879,2.2457e+07,0,0.97595,0.0045223,0.0045826,0.21788
11920,2.2467e+07,0,0.97595,0.0045263,0.0045867,0.21789
11962,2.2477e+07,0,0.97595,0.0045249,0.004579,0.21791
12007,2.2487e+07,0,0.97595,0.0045217,0.0045776,0.21792
12048,2.2497e+07,0,0.97594,0.0045221,0.0045799,0.21794
12088,2.2507e+07,0,0.97594,0.0045243,0.0045908,0.21796
12132,2.252e+07,0,0.97593,0.0045207,0.0045859,0.21798
12174,2.2531e+07,0,0.97592,0.0045315,0.0045803,0.21801
12214,2.2542e+07,0,0.97593,0.004548,0.0045809,0.21801
12252,2.2552e+07,0,0.97593,0.0045578,0.004574,0.21801
12292,2.2562e+07,0,0.97593,0.0045525,0.0045676,0.218
12333,2.2572e+07,0,0.97593,0.0045509,0.0045629,0.218
12375,2.2583e+07,0,0.97593,0.0045442,0.0045613,0.218
12422,2.2593e+07,0,0.97593,0.0045416,0.0045608,0.21801
12462,2.2603e+07,0,0.97592,0.0045477,0.0045667,0.21802
12503,2.2613e+07,0,0.97592,0.004548,0.004568,0.21803
12544,2.2623e+07,0,0.97592,0.0045419,0.0045774,0.21804
12581,2.2633e+07,0,0.97592,0.0045402,0.0045759,0.21805
12621,2.2643e+07,0,0.97592,0.0045358,0.0045787,0.21804
12662,2.2654e+07,0,0.97592,0.0045456,0.0045917,0.21805
12703,2.2664e+07,0,0.97592,0.0045455,0.004585,0.21805
12743,2.2674e+07,0,0.97591,0.0045517,0.0045789,0.21808
12786,2.2684e+07,0,0.97591,0.0045529,0.0045682,0.21808
12831,2.2694e+07,0,0.97591,0.0045481,0.0045621,0.21809
12871,2.2704e+07,0,0.9759,0.0045449,0.0045709,0.21811
12912,2.2714e+07,0,0.9759,0.0045456,0.0045645,0.21813
12952,2.2724e+07,0,0.9759,0.0045435,0.0045741,0.21814
12990,2.2737e+07,0,0.97589,0.004546,0.0045776,0.21816
13030,2.2747e+07,0,0.97589,0.0045422,0.0045921,0.21817
13072,2.2757e+07,0,0.97589,0.0045427,0.0046002,0.21818
13113,2.2767e+07,0,0.97588,0.0045442,0.004599,0.2182
13153,2.2777e+07,0,0.97588,0.0045508,0.0045996,0.21821
13194,2.2787e+07,0,0.97587,0.0045511,0.0045909,0.21824
13241,2.2798e+07,0,0.97587,0.004559,0.0045783,0.21828
13282,2.2808e+07,0,0.97586,0.0045594,0.0045765,0.2183
13323,2.2818e+07,0,0.97585,0.0045583,0.0045717,0.21834
13363,2.2828e+07,0,0.97585,0.004552,0.0045753,0.21837
13404,2.2839e+07,0,0.97584,0.0045466,0.0045791,0.21839
13444,2.2849e+07,0,0.97583,0.0045316,0.0045848,0.21843
13486,2.2859e+07,0,0.97582,0.0045251,0.0045795,0.21846
13527,2.2869e+07,0,0.97582,0.004516,0.0045688,0.21849
13567,2.2879e+07,0,0.97581,0.0044957,0.0045558,0.21851
13609,2.289e+07,0,0.97581,0.0044765,0.0045416,0.21853
13653,2.29e+07,0,0.9758,0.0044596,0.0045279,0.21856
13695,2.291e+07,0,0.9758,0.0044534,0.0045265,0.21858
13735,2.292e+07,0,0.97579,0.0044497,0.0045358,0.21859
13776,2.293e+07,0,0.97579,0.0044602,0.0045444,0.21862
13814,2.294e+07,0,0.97579,0.0044741,0.0045559,0.21863
13854,2.2951e+07,0,0.97579,0.0044878,0.0045672,0.21862
13895,2.2961e+07,0,0.97579,0.0045072,0.0045804,0.21861
13937,2.2971e+07,0,0.97579,0.0045442,0.0045853,0.21861
13978,2.2981e+07,0,0.97579,0.0045666,0.00459,0.21862
14019,2.2991e+07,0,0.97579,0.0045947,0.004588,0.21863
14063,2.3001e+07,0,0.97579,0.0046033,0.0045875,0.21864
14105,2.3011e+07,0,0.97578,0.0046005,0.0045886,0.21865
14145,2.3021e+07,0,0.97578,0.0045864,0.0045805,0.21865
14190,2.3034e+07,0,0.97578,0.0045649,0.0045749,0.21866
14232,2.3044e+07,0,0.97578,0.0045423,0.004582,0.21867
14270,2.3054e+07,0,0.97578,0.0045033,0.0045762,0.21865
14312,2.3064e+07,0,0.97579,0.0044644,0.0045688,0.21864
14352,2.3074e+07,0,0.97579,0.004437,0.0045667,0.21862
14393,2.3084e+07,0,0.97579,0.0044366,0.0045787,0.2186
14433,2.3094e+07,0,0.9758,0.0044507,0.004574,0.21859
14479,2.3105e+07,0,0.9758,0.0044436,0.0045667,0.21859
14520,2.3115e+07,0,0.9758,0.0044525,0.0045569,0.21858
14561,2.3125e+07,0,0.9758,0.0044837,0.0045531,0.21857
14602,2.3135e+07,0,0.9758,0.0045194,0.0045574,0.21858
14642,2.3148e+07,0,0.9758,0.0045629,0.0045519,0.21859
14683,2.3159e+07,0,0.9758,0.0045958,0.0045557,0.21858
14723,2.3169e+07,0,0.9758,0.0046218,0.0045483,0.21858
14764,2.3179e+07,0,0.9758,0.0046358,0.0045468,0.21857
14805,2.3189e+07,0,0.9758,0.0046252,0.0045451,0.21857
14850,2.3199e+07,0,0.9758,0.0045977,0.0045429,0.21855
14892,2.321e+07,0,0.97581,0.0045574,0.0045374,0.21854
14932,2.322e+07,0,0.97581,0.004504,0.0045329,0.21853
14973,2.323e+07,0,0.97581,0.0044511,0.0045195,0.21853
15013,2.324e+07,0,0.97581,0.004416,0.0045155,0.21853
15054,2.325e+07,0,0.97581,0.0044097,0.0045224,0.21855
15092,2.326e+07,0,0.97581,0.0044189,0.0045385,0.21855
15132,2.327e+07,0,0.97581,0.0044438,0.0045493,0.21853
15173,2.3281e+07,0,0.97581,0.0044964,0.0045599,0.21852
15215,2.3291e+07,0,0.97581,0.0045361,0.0045793,0.21852
15261,2.3302e+07,0,0.97581,0.0045806,0.0046013,0.2185
15301,2.3312e+07,0,0.97582,0.0046273,0.0046147,0.2185
15343,2.3322e+07,0,0.97582,0.0046538,0.004628,0.21849
15386,2.3334e+07,0,0.97582,0.0046609,0.0046458,0.21848
15427,2.3344e+07,0,0.97582,0.0046581,0.0046537,0.21847
15469,2.3355e+07,0,0.97582,0.0046334,0.0046444,0.21846
15506,2.3366e+07,0,0.97583,0.0045843,0.0046326,0.21843
15547,2.3376e+07,0,0.97584,0.0045289,0.00461,0.2184
15589,2.3386e+07,0,0.97584,0.0044755,0.0045832,0.21837
15629,2.3396e+07,0,0.97585,0.0044361,0.0045613,0.21834
15676,2.3406e+07,0,0.97586,0.0044119,0.0045497,0.21832
15716,2.3416e+07,0,0.97586,0.0043979,0.0045262,0.2183
15758,2.3427e+07,0,0.97586,0.0044049,0.0045139,0.2183
15800,2.3437e+07,0,0.97586,0.0044168,0.0045109,0.21829
15844,2.345e+07,0,0.97586,0.0044459,0.0045274,0.21829
15885,2.346e+07,0,0.97587,0.0044853,0.0045412,0.21827
15926,2.3471e+07,0,0.97587,0.0045248,0.0045593,0.21827
15967,2.3481e+07,0,0.97587,0.004554,0.0045825,0.21827
16007,2.3491e+07,0,0.97587,0.0045703,0.0045946,0.21827
16048,2.3501e+07,0,0.97587,0.0045787,0.0046005,0.21826
16093,2.3511e+07,0,0.97587,0.0045572,0.0045942,0.21825
16134,2.3521e+07,0,0.97587,0.0045345,0.0045985,0.21824
16175,2.3531e+07,0,0.97587,0.0045074,0.0045885,0.21824
16215,2.3541e+07,0,0.97588,0.0044544,0.0045763,0.21823
16260,2.3557e+07,0,0.97588,0.0043822,0.0045665,0.21822
16301,2.3567e+07,0,0.97589,0.0043477,0.0045803,0.21819
16343,2.3578e+07,0,0.97589,0.0043367,0.0045836,0.21815
16383,2.3588e+07,0,0.9759,0.0043357,0.0046043,0.21814
16424,2.3599e+07,0,0.9759,0.0043603,0.0046209,0.21812
16470,2.3609e+07,0,0.9759,0.0043935,0.0046272,0.21811
16511,2.3619e+07,0,0.9759,0.0044459,0.004632,0.2181
16553,2.3629e+07,0,0.9759,0.004494,0.0046318,0.21811
16596,2.364e+07,0,0.9759,0.0045482,0.0046287,0.21812
16636,2.3655e+07,0,0.9759,0.0046021,0.0046147,0.21814
16677,2.3665e+07,0,0.9759,0.0046166,0.0045896,0.21813
16719,2.3675e+07,0,0.9759,0.0046222,0.0045776,0.21813
16759,2.3686e+07,0,0.9759,0.0046026,0.0045685,0.21812
16800,2.3696e+07,0,0.9759,0.0045724,0.0045622,0.21812
16840,2.3705e+07,0,0.97591,0.0045321,0.0045625,0.21809
16886,2.3715e+07,0,0.97591,0.0044854,0.004569,0.21809
16926,2.3726e+07,0,0.97591,0.0044493,0.0045784,0.21808
16967,2.3737e+07,0,0.97591,0.0044278,0.0045788,0.21807
17008,2.3746e+07,0,0.97592,0.0044252,0.0045921,0.21806
17042,2.3757e+07,0,0.97592,0.0044325,0.0045954,0.21806
17082,2.3767e+07,0,0.97592,0.0044591,0.0046136,0.21804
17123,2.3777e+07,0,0.97592,0.0044973,0.0046155,0.21805
17167,2.3787e+07,0,0.97591,0.0045374,0.0046159,0.21806
17207,2.3798e+07,0,0.97591,0.0045756,0.0046159,0.21806
17248,2.3808e+07,0,0.97591,0.004613,0.0046186,0.21807
17293,2.3817e+07,0,0.97591,0.0046409,0.0046272,0.21808
17334,2.3828e+07,0,0.97591,0.0046294,0.0046404,0.21809
17375,2.3838e+07,0,0.97591,0.0046081,0.0046399,0.21809
17417,2.3848e+07,0,0.97591,0.0045887,0.0046464,0.21809
17459,2.3858e+07,0,0.9759,0.0045658,0.0046443,0.2181
17499,2.3868e+07,0,0.9759,0.0045191,0.0046555,0.2181
17541,2.3878e+07,0,0.97591,0.004468,0.0046519,0.21809
17582,2.3888e+07,0,0.97591,0.0044372,0.0046569,0.21808
17623,2.3898e+07,0,0.97591,0.0044186,0.004649,0.21807
17664,2.3909e+07,0,0.97591,0.0044115,0.0046336,0.21807
17708,2.3919e+07,0,0.97591,0.0044301,0.0046153,0.21807
17749,2.3929e+07,0,0.97591,0.0044737,0.0046103,0.21807
17790,2.3938e+07,0,0.97591,0.0045158,0.0045943,0.21807
17838,2.3954e+07,0,0.97591,0.0045687,0.0045908,0.21808
17878,2.3964e+07,0,0.97591,0.0045951,0.0046122,0.21808
17920,2.3975e+07,0,0.97591,0.0046112,0.0046233,0.21807
17961,2.3985e+07,0,0.97591,0.0046039,0.0046386,0.21805
