LineNo,TimeUS,RDes,R,ROut,PDes,P,POut,YDes,Y,YOut,ADes,A,AOut
2449,2.0074e+07,-9.0195,0.040476,-0.021661,-4.9854,-0.077391,-0.011407,0.087186,0.53764,-0.00072286,-5.3375,-1.4325,0
2492,2.0084e+07,-9.0164,-0.066934,-0.020745,-4.9829,-0.035395,-0.011851,0.087132,0.51575,-0.00078844,-5.3375,-1.5156,0
2532,2.0094e+07,-9.0131,-0.064251,-0.021121,-4.9842,0.066281,-0.012411,0.087101,0.57511,-0.00087618,-5.3375,-0.53797,0
2572,2.0104e+07,-9.0133,-0.020654,-0.021298,-4.9869,0.092289,-0.012165,0.087147,0.49178,-0.00092049,-5.3375,0.10118,0
2610,2.0114e+07,-9.0157,0.056762,-0.021698,-4.985,-0.039407,-0.011307,0.087135,0.47591,-0.00096524,-5.3375,2.062,0
2651,2.0125e+07,-9.0128,-0.071722,-0.020645,-4.9902,0.11313,-0.012143,0.087228,0.50274,-0.00099718,-5.3375,0.66395,0
2692,2.0135e+07,-9.0174,0.10512,-0.022277,-4.9914,0.022711,-0.01162,0.087264,0.5191,-0.0010491,-5.3375,-0.34237,0
2733,2.0145e+07,-9.0194,0.02783,-0.02109,-4.995,0.088846,-0.012171,0.08736,0.49623,-0.0010583,-5.3375,0.02737,0
2774,2.0154e+07,-9.0227,0.059695,-0.02143,-4.9955,0.041619,-0.011714,0.087394,0.53511,-0.001095,-5.3375,1.102,0
2818,2.0164e+07,-9.0261,0.052003,-0.021202,-4.9989,0.10201,-0.012372,0.087503,0.52307,-0.0011283,-5.3375,0.6176,0
2860,2.0175e+07,-9.0308,0.10012,-0.021753,-4.999,0.0029674,-0.011504,0.087538,0.54415,-0.0011658,-5.3375,-1.376,0
2901,2.0185e+07,-9.0354,0.12186,-0.021746,-4.9994,0.013509,-0.011723,0.087624,0.48687,-0.0011752,-5.3375,-0.49667,0
2942,2.0195e+07,-9.0378,0.05705,-0.021396,-4.9975,-0.043834,-0.011161,0.087594,0.69729,-0.0012361,-5.3375,0.18177,0
2983,2.0205e+07,-9.0401,0.074438,-0.021595,-4.9973,-0.011638,-0.011777,0.087632,0.58146,-0.0012912,-5.3375,1.2555,0
3021,2.0215e+07,-9.0424,0.03842,-0.0215,-4.9962,0.0081747,-0.011856,0.087621,0.52568,-0.0013026,-5.3375,-0.16556,0
3062,2.0225e+07,-9.0445,0.041825,-0.021241,-4.9933,-0.071913,-0.011092,0.087577,0.55018,-0.0013107,-5.3375,-0.79107,0
3102,2.0235e+07,-9.0403,-0.084742,-0.020565,-4.9937,0.042057,-0.012259,0.087532,0.55764,-0.0013244,-5.3375,-1.6315,0
3143,2.0245e+07,-9.0369,-0.087107,-0.020808,-4.9952,0.058582,-0.012357,0.087535,0.42899,-0.001322,-5.3375,-1.5758,0
3186,2.0255e+07,-9.0389,0.047299,-0.022136,-4.9891,-0.10689,-0.010826,0.087434,0.57939,-0.0013114,-5.3375,-0.39663,0
3231,2.0265e+07,-9.0343,-0.10466,-0.02067,-4.9871,-0.042443,-0.011876,0.087368,0.42509,-0.0013119,-5.3375,-0.7185,0
3272,2.0275e+07,-9.0337,0.0075224,-0.02166,-4.9858,-0.0051177,-0.011899,0.087332,0.42173,-0.0012736,-5.3375,-0.66929,0
3313,2.0285e+07,-9.0306,-0.038956,-0.021368,-4.9787,-0.13028,-0.010929,0.087178,0.47776,-0.0012658,-5.3375,-0.44613,0
3354,2.0295e+07,-9.0251,-0.11091,-0.020875,-4.976,-0.067301,-0.011747,0.087094,0.53385,-0.0012701,-5.3375,0.10901,0
3394,2.0305e+07,-9.0236,-0.050623,-0.021294,-4.9763,0.03116,-0.012208,0.087085,0.43773,-0.0012722,-5.3375,0.2594,0
3436,2.0316e+07,-9.0196,-0.085064,-0.020935,-4.9709,-0.11276,-0.011036,0.08695,0.52926,-0.0012669,-5.3375,0.81682,0
3476,2.0326e+07,-9.0055,-0.0048835,-0.021545,-4.9955,-0.00039863,-0.01198,-0.61786,0.47899,-0.0012945,-5.3375,1.0002,0
3517,2.0336e+07,-9.0085,0.062401,-0.02201,-4.9917,-0.10493,-0.01101,-0.61789,0.59402,-0.0014754,-5.3375,1.902,0
3557,2.0346e+07,-9.007,-0.054806,-0.020509,-4.9928,0.054367,-0.012618,-0.61787,0.62553,-0.001719,-5.3375,0.39749,0
3599,2.0356e+07,-9.0078,-0.0062127,-0.020943,-4.9946,0.0709,-0.012071,-0.61784,0.52996,-0.0019416,-5.3375,-0.98391,0
3647,2.0367e+07,-9.0073,-0.0086396,-0.021212,-4.997,0.051973,-0.011972,-0.61781,0.55982,-0.0021384,-5.3375,-1.572,0
3687,2.0377e+07,-9.0117,0.062594,-0.02192,-4.9987,0.070386,-0.012041,-0.61775,0.52052,-0.0023014,-5.3375,-1.3671,0
3728,2.0387e+07,-9.0154,0.09804,-0.021584,-5.0031,0.09429,-0.012281,-0.61763,0.44985,-0.0024425,-5.3375,-1.4041,0
3772,2.0398e+07,-9.0129,-0.062444,-0.020438,-5.0037,0.043491,-0.011699,-0.61762,0.55556,-0.0025649,-5.3375,0.093746,0
3809,2.0408e+07,-9.0094,-0.095525,-0.020769,-5.0029,-0.0074676,-0.011783,-0.61768,0.42786,-0.002663,-5.3375,-0.19999,0
3847,2.0418e+07,-9.0042,-0.1018,-0.020687,-5.0059,0.10035,-0.012414,-0.61766,0.53173,-0.0027547,-5.3375,0.047398,0
3887,2.0428e+07,-9.0013,-0.09947,-0.020882,-5.0023,-0.071952,-0.010951,-0.61777,0.52988,-0.0028488,-5.3375,-0.77,0
3928,2.0438e+07,-8.9985,-0.070254,-0.021094,-4.9994,-0.042229,-0.011649,-0.61784,0.42146,-0.0029071,-5.3375,-0.31862,0
3969,2.0448e+07,-8.9914,-0.18796,-0.020072,-4.9971,-0.036503,-0.011769,-0.61796,0.41858,-0.002949,-5.3375,-0.5414,0
4011,2.0459e+07,-8.9903,-0.079887,-0.020956,-4.9889,-0.16953,-0.010816,-0.61812,0.49668,-0.0030115,-5.3375,-2.9637,0
4057,2.0469e+07,-8.9913,0.032785,-0.021714,-4.9894,-0.0094599,-0.012294,-0.61807,0.53131,-0.0030761,-5.3375,-3.604,0
4097,2.0479e+07,-8.9904,0.02303,-0.021655,-4.9879,0.0050692,-0.011998,-0.61813,0.49226,-0.003129,-5.3375,-1.7725,0
4139,2.049e+07,-8.9955,0.12342,-0.022049,-4.9897,0.038638,-0.011963,-0.61805,0.47867,-0.0031631,-5.3375,-0.66442,0
4180,2.05e+07,-8.9944,-0.028304,-0.020678,-4.9917,0.042323,-0.011828,-0.61801,0.36463,-0.0031622,-5.3375,-0.91028,0
4217,2.051e+07,-8.9996,0.092177,-0.021819,-4.9912,-0.011309,-0.011622,-0.618,0.42212,-0.0031689,-5.3375,-1.2244,0
4259,2.052e+07,-9.0043,0.087259,-0.021243,-4.9897,-0.0073657,-0.011744,-0.61795,0.45708,-0.0031944,-5.3375,-0.9223,0
4299,2.053e+07,-9.0077,0.019591,-0.02073,-4.9853,-0.077886,-0.011234,-0.61801,0.4636,-0.0032219,-5.3375,-1.2476,0
4340,2.054e+07,-9.0129,0.065367,-0.021404,-4.9791,-0.11831,-0.011195,-0.61806,0.54087,-0.0032526,-5.3375,-0.19369,0
4380,2.055e+07,-9.0112,-0.040325,-0.020643,-4.9669,-0.24866,-0.010623,-0.61828,0.5275,-0.0033013,-5.3375,0.099468,0
4421,2.056e+07,-9.0162,0.098862,-0.021871,-4.9643,-0.075324,-0.011983,-0.6183,0.57996,-0.0033354,-5.3375,0.18044,0
4468,2.0571e+07,-9.0171,-0.0023263,-0.020844,-4.9595,-0.10239,-0.011351,-0.61837,0.56976,-0.0033892,-5.3375,-0.79584,0
4508,2.0581e+07,-9.0126,-0.10403,-0.020346,-4.9541,-0.094642,-0.011408,-0.6185,0.56459,-0.0034253,-5.3375,-0.73309,0
4550,2.0591e+07,-9.012,-0.043707,-0.021056,-4.9535,0.0097782,-0.012269,-0.61852,0.43698,-0.0034262,-5.3375,-0.22306,0
4593,2.0603e+07,-9.0102,-0.047611,-0.021051,-4.9537,0.037321,-0.012149,-0.61854,0.55188,-0.0034488,-5.3375,-0.95615,0
4637,2.0616e+07,-9.0077,-0.061346,-0.021017,-4.9565,0.07128,-0.012036,-0.61852,0.52318,-0.0034936,-5.3375,-0.96712,0
4678,2.0626e+07,-9.0088,0.00076553,-0.02137,-4.9626,0.13167,-0.012312,-0.61842,0.47703,-0.0034818,-5.3375,0.83656,0
4718,2.0636e+07,-9.0095,0.00011854,-0.021212,-4.962,0.016666,-0.011472,-0.61842,0.35902,-0.0034515,-5.3375,1.0566,0
4761,2.0646e+07,-9.0123,0.090273,-0.021782,-4.9601,-0.0023927,-0.011555,-0.61841,0.55608,-0.0034498,-5.3375,0.38939,0
4802,2.0656e+07,-9.0175,0.10523,-0.021857,-4.9603,0.006812,-0.011905,-0.61836,0.45742,-0.0034658,-5.3375,-0.33188,0
4843,2.0667e+07,-9.0236,0.15042,-0.021829,-4.9604,0.023202,-0.011865,-0.61829,0.4459,-0.0034469,-5.3375,-0.45643,0
4888,2.0677e+07,-9.0303,0.10686,-0.021328,-4.9603,-0.0026789,-0.01153,-0.61827,0.41854,-0.0034246,-5.3375,-1.336,0
4929,2.0687e+07,-9.0366,0.1408,-0.021745,-4.9639,0.076766,-0.012273,-0.61811,0.49308,-0.0034234,-5.3375,-0.9757,0
4970,2.0697e+07,-9.0448,0.17873,-0.021874,-4.965,0.052271,-0.011733,-0.618,0.52077,-0.0034418,-5.3375,-1.3013,0
5011,2.0707e+07,-9.0505,0.12188,-0.021525,-4.9673,0.065909,-0.012064,-0.61793,0.45826,-0.0034254,-5.3375,-1.3776,0
5052,2.072e+07,-9.0562,0.08793,-0.021453,-4.969,0.063132,-0.012143,-0.61782,0.6148,-0.0034479,-5.3375,-1.5129,0
5092,2.073e+07,-9.0505,-0.11495,-0.02011,-4.9681,-0.0024364,-0.011432,-0.61791,0.44973,-0.0034689,-5.3375,-1.5342,0
5134,2.074e+07,-9.0438,-0.15134,-0.020453,-4.9659,-0.029422,-0.011491,-0.61799,0.48916,-0.0034553,-5.3375,-0.90485,0
5175,2.075e+07,-9.0411,-0.05953,-0.021583,-4.9637,-0.051047,-0.011355,-0.61806,0.45821,-0.0034474,-5.3375,-0.96436,0
5215,2.076e+07,-9.0349,-0.12398,-0.020775,-4.9607,-0.085156,-0.011173,-0.61818,0.4942,-0.0034469,-5.3375,-1.1426,0
5260,2.0771e+07,-9.0299,-0.12419,-0.021156,-4.9586,-0.018801,-0.011865,-0.61828,0.47813,-0.0034484,-5.3375,-0.41304,0
5301,2.078e+07,-9.0237,-0.13631,-0.020698,-4.9577,0.0018416,-0.011794,-0.61834,0.40166,-0.0034346,-5.3375,-0.84124,0
5345,2.0791e+07,-9.0181,-0.13885,-0.020831,-4.9512,-0.13348,-0.010943,-0.61851,0.49868,-0.0034138,-5.3375,-0.61979,0
5386,2.08e+07,-9.0182,0.025194,-0.022115,-4.9535,0.041239,-0.012282,-0.61847,0.44858,-0.0034201,-5.3375,1.2474,0
5428,2.0811e+07,-9.0182,-0.011447,-0.021352,-4.955,0.053555,-0.012155,-0.61845,0.4733,-0.0034126,-5.3375,1.7857,0
5466,2.0824e+07,-9.0209,0.0059566,-0.021038,-4.9517,-0.071809,-0.011001,-0.61848,0.55209,-0.0034527,-5.3375,1.0421,0
5507,2.0833e+07,-9.0262,0.10433,-0.021937,-4.9549,0.065531,-0.012264,-0.61838,0.42617,-0.0034467,-5.3375,-0.077915,0
5551,2.0844e+07,-9.0341,0.17409,-0.022148,-4.958,0.071887,-0.011974,-0.61826,0.5337,-0.0034605,-5.3375,-0.13895,0
5592,2.0854e+07,-9.0399,0.13898,-0.021517,-4.9626,0.14316,-0.012369,-0.61808,0.53588,-0.003483,-5.3375,-0.57201,0
5632,2.0864e+07,-9.0462,0.14901,-0.021785,-4.9671,0.11221,-0.012151,-0.61794,0.46982,-0.0034742,-5.3375,-1.1903,0
5677,2.0874e+07,-9.0494,0.067611,-0.021212,-4.9685,0.054066,-0.011628,-0.6179,0.56445,-0.0034762,-5.3375,-0.66805,0
5717,2.0885e+07,-9.0514,0.031626,-0.021151,-4.9729,0.10648,-0.012415,-0.61779,0.58607,-0.0035094,-5.3375,-1.2967,0
5760,2.0895e+07,-9.0556,0.092156,-0.021794,-4.97,-0.037069,-0.011064,-0.61783,0.59923,-0.0035491,-5.3375,-0.18644,0
5800,2.0905e+07,-9.0506,-0.11062,-0.020223,-4.9671,-0.063249,-0.011339,-0.61791,0.61542,-0.003578,-5.3375,-0.82159,0
5838,2.0915e+07,-9.0472,-0.06805,-0.021277,-4.9614,-0.14315,-0.010736,-0.61803,0.54503,-0.0035845,-5.3375,-3.0981,0
5877,2.0925e+07,-9.0418,-0.08425,-0.021116,-4.9623,0.03043,-0.012405,-0.6181,0.42584,-0.0035739,-5.3375,-1.6111,0
5917,2.0935e+07,-9.0335,-0.22136,-0.019899,-4.9624,0.01649,-0.011813,-0.61815,0.63245,-0.0035734,-5.3375,0.72365,0
5959,2.0945e+07,-9.0284,-0.10753,-0.021363,-4.9629,-0.016526,-0.011272,-0.6182,0.51522,-0.0035961,-5.3375,1.5658,0
6000,2.0955e+07,-9.0187,-0.19471,-0.020601,-4.9614,-0.029126,-0.01143,-0.61833,0.35169,-0.0035493,-5.3375,1.7575,0
6040,2.0965e+07,-9.0303,-0.03038,-0.021927,-4.9337,-0.090991,-0.011096,0.086382,0.45354,-0.0034287,-5.3375,-0.45519,0
6085,2.0975e+07,-9.0302,0.0056791,-0.021641,-4.9315,-0.054587,-0.011345,0.086381,0.50843,-0.0032206,-5.3375,-0.72565,0
6125,2.0985e+07,-9.0488,0.12393,-0.022568,-4.9038,-0.068691,-0.011132,0.79114,0.42943,-0.0029449,-5.3375,-0.7021,0
6167,2.0995e+07,-9.0574,0.20856,-0.022434,-4.8992,-0.096354,-0.011067,0.79116,0.48881,-0.0025639,-5.3375,-0.19131,0
6208,2.1005e+07,-9.0653,0.18688,-0.022142,-4.9056,0.14899,-0.013028,0.79133,0.42616,-0.0021599,-5.3375,0.13828,0
6248,2.1015e+07,-9.0799,0.327,-0.022768,-4.9078,0.071289,-0.011812,0.79149,0.47716,-0.0018006,-5.3375,-1.2912,0
6286,2.1025e+07,-9.0881,0.1644,-0.021465,-4.9079,0.042712,-0.011587,0.7916,0.43216,-0.0014641,-5.3375,-0.76942,0
6327,2.1035e+07,-9.1016,0.2696,-0.022189,-4.9055,-0.037024,-0.011131,0.79166,0.48133,-0.0011815,-5.3375,-0.7884,0
6371,2.1046e+07,-9.1068,0.11549,-0.020868,-4.8991,-0.1483,-0.010306,0.79162,0.50955,-0.00093528,-5.3375,-0.98448,0
6411,2.1056e+07,-9.1021,-0.13725,-0.01975,-4.8933,-0.12194,-0.01109,0.79146,0.53213,-0.00072213,-5.3375,0.61207,0
6455,2.1068e+07,-9.088,-0.22366,-0.020525,-4.8756,-0.35938,-0.0096048,0.79102,0.43135,-0.00046909,-5.3375,-0.44355,0
6499,2.1078e+07,-9.077,-0.21756,-0.021102,-4.8676,-0.19387,-0.011325,0.79074,0.50286,-0.00030349,-5.3375,0.26045,0
6540,2.1088e+07,-9.0647,-0.25103,-0.020785,-4.8629,-0.12641,-0.011485,0.79056,0.57501,-0.00019057,-5.3375,0.99983,0
6582,2.1098e+07,-9.0531,-0.26714,-0.020404,-4.8649,0.035959,-0.012018,0.79052,0.38842,-5.6669e-05,-5.3375,1.2157,0
6622,2.1111e+07,-9.044,-0.18436,-0.020885,-4.8712,0.10003,-0.011921,0.79052,0.42184,0.00011262,-5.3375,0.91772,0
6660,2.1121e+07,-9.0234,-0.1464,-0.021095,-4.9037,0.17374,-0.012361,0.085805,0.4053,0.0002354,-5.3375,-0.72317,0
6700,2.1131e+07,-9.0221,-0.048589,-0.021581,-4.9124,0.19503,-0.012568,0.085929,0.57854,0.00013044,-5.3375,-0.63715,0
6743,2.1141e+07,-9.026,0.071112,-0.021938,-4.9167,0.084707,-0.011249,0.086032,0.46417,-1.4057e-05,-5.3375,-1.4067,0
6783,2.1151e+07,-9.026,-0.024594,-0.020831,-4.9231,0.14994,-0.011924,0.086157,0.57083,-0.00018407,-5.3375,-0.61693,0
6824,2.1161e+07,-9.0345,0.16529,-0.022054,-4.9252,0.050635,-0.011125,0.086272,0.59426,-0.00034879,-5.3375,0.87414,0
6865,2.1171e+07,-9.0537,0.41324,-0.023677,-4.9293,0.071717,-0.011858,0.086535,0.53979,-0.00048417,-5.3375,1.937,0
6910,2.1181e+07,-9.0726,0.44231,-0.023227,-4.9259,-0.091278,-0.010568,0.086651,0.54411,-0.0005955,-5.3375,0.40073,0
6951,2.1192e+07,-9.0848,0.272,-0.021643,-4.9187,-0.1599,-0.010694,0.086645,0.54828,-0.00070307,-5.3375,-2.1832,0
6991,2.1202e+07,-9.0922,0.14323,-0.020927,-4.9172,-0.056569,-0.011516,0.086682,0.43191,-0.00075007,-5.3375,-2.9505,0
7032,2.1215e+07,-9.1082,0.24726,-0.02238,-4.9133,-0.033321,-0.01168,0.086767,0.48435,-0.00081113,-5.3375,-3.8725,0
7072,2.1225e+07,-9.1196,0.3004,-0.022284,-4.9116,0.0036458,-0.011649,0.086859,0.6256,-0.00089587,-5.3375,-2.7288,0
7113,2.1235e+07,-9.1136,-0.12169,-0.019441,-4.909,-0.0016349,-0.012159,0.086749,0.50305,-0.00095477,-5.3375,0.44394,0
7156,2.1245e+07,-9.1047,-0.18871,-0.02069,-4.9109,0.071164,-0.012111,0.0867,0.48716,-0.00096704,-5.3375,1.6479,0
7198,2.1255e+07,-9.0996,-0.091738,-0.021669,-4.914,0.073907,-0.012063,0.086722,0.64521,-0.0010583,-5.3375,0.25101,0
7239,2.1265e+07,-9.0898,-0.15988,-0.0211,-4.9184,0.054005,-0.011247,0.086693,0.42641,-0.0010762,-5.3375,0.32015,0
7283,2.1276e+07,-9.0848,-0.068226,-0.022043,-4.9275,0.20325,-0.012619,0.086798,0.70437,-0.0011491,-5.3375,-1.2485,0
7325,2.1286e+07,-9.0737,-0.23553,-0.020657,-4.9319,0.10678,-0.011711,0.086769,0.47154,-0.00119,-5.3375,-0.79927,0
7366,2.1296e+07,-9.068,-0.12763,-0.021239,-4.9287,-0.093336,-0.010452,0.086643,0.70003,-0.001237,-5.3375,-2.3804,0
7408,2.1306e+07,-9.0633,-0.10533,-0.021149,-4.9253,-0.030717,-0.011143,0.086555,0.53022,-0.0012838,-5.3375,-2.4926,0
7452,2.1321e+07,-9.0689,0.13517,-0.022622,-4.9199,-0.02193,-0.012078,0.086495,0.55539,-0.0013064,-5.3375,-1.3348,0
7493,2.1331e+07,-9.0736,0.11182,-0.021844,-4.9137,-0.12762,-0.011006,0.086436,0.44345,-0.0012771,-5.3375,-0.75188,0
7534,2.1341e+07,-9.0812,0.15017,-0.022183,-4.9068,-0.13041,-0.01105,0.0864,0.53175,-0.0012873,-5.3375,-0.82359,0
7576,2.1351e+07,-9.0806,-0.044356,-0.020219,-4.9023,-0.098049,-0.011494,0.086312,0.4581,-0.0012693,-5.3375,-1.4053,0
7616,2.1361e+07,-9.0856,0.074867,-0.021438,-4.8978,-0.11533,-0.011225,0.086284,0.50674,-0.0012662,-5.3375,0.074863,0
7657,2.1371e+07,-9.0908,0.10907,-0.021807,-4.902,0.14886,-0.013222,0.08641,0.39711,-0.0012495,-5.3375,0.83771,0
7703,2.1381e+07,-9.0883,-0.099901,-0.020154,-4.909,0.17292,-0.012795,0.086499,0.47405,-0.0012379,-5.3375,2.7882,0
7744,2.1391e+07,-9.0819,-0.18537,-0.019667,-4.916,0.12002,-0.011388,0.086585,0.40737,-0.0012135,-5.3375,1.4797,0
7786,2.1401e+07,-9.0753,-0.18493,-0.020545,-4.9209,0.10442,-0.011739,0.086612,0.45173,-0.001205,-5.3375,-0.18606,0
7829,2.1413e+07,-9.0705,-0.074116,-0.021592,-4.9202,-0.019183,-0.011026,0.086535,0.57824,-0.001226,-5.3375,-2.8364,0
7870,2.1426e+07,-9.0584,-0.22629,-0.020502,-4.9142,-0.024145,-0.011729,0.086307,0.63835,-0.0012721,-5.3375,-3.1589,0
7910,2.1436e+07,-9.0484,-0.24082,-0.020326,-4.9142,0.014861,-0.011915,0.086209,0.62467,-0.0013445,-5.3375,-3.6316,0
7951,2.1446e+07,-9.0428,-0.18774,-0.020514,-4.9131,-0.032386,-0.011519,0.086167,0.75661,-0.0013856,-5.3375,-3.3578,0
7996,2.1456e+07,-9.045,0.020188,-0.021944,-4.9147,0.045412,-0.011948,0.086197,0.69926,-0.001456,-5.3375,-1.9816,0
8036,2.1467e+07,-9.047,0.040682,-0.021544,-4.9143,-0.0041124,-0.011382,0.086224,0.73229,-0.0015278,-5.3375,1.273,0
8081,2.1477e+07,-9.0567,0.18148,-0.022269,-4.9149,0.011534,-0.011834,0.086333,0.51076,-0.0015233,-5.3375,2.8864,0
8121,2.1487e+07,-9.0614,0.094327,-0.021048,-4.9143,-0.014301,-0.011383,0.086349,0.56206,-0.0015161,-5.3375,2.3117,0
8163,2.1497e+07,-9.0491,0.014176,-0.021161,-4.9435,0.087026,-0.01191,-0.6105,0.59542,-0.0015099,-5.3375,0.37127,0
8204,2.1507e+07,-9.053,0.066603,-0.021644,-4.95,0.14823,-0.012441,-0.61821,0.44171,-0.0016232,-5.3375,-2.9085,0
8244,2.1517e+07,-9.0623,0.20895,-0.022334,-4.9561,0.14349,-0.011961,-0.61801,0.43171,-0.0017764,-5.3375,-4.9814,0
8279,2.1528e+07,-9.0806,0.43498,-0.02367,-4.9627,0.11825,-0.012095,-0.6177,0.23045,-0.0019029,-5.3375,-5.9958,0
8320,2.1538e+07,-9.0939,0.31849,-0.022057,-4.9639,0.068883,-0.011679,-0.61759,0.38757,-0.0020155,-5.3375,-4.5242,0
8360,2.1548e+07,-9.1035,0.20746,-0.021897,-4.9606,-0.050938,-0.011126,-0.61756,0.2661,-0.0021252,-5.3375,-3.3574,0
8401,2.1558e+07,-9.1071,0.11967,-0.021248,-4.946,-0.32559,-0.0094845,-0.61777,0.42843,-0.0022338,-5.3375,-0.30317,0
8442,2.1568e+07,-9.105,-0.065642,-0.02047,-4.9394,-0.17752,-0.011537,-0.6179,0.41302,-0.0023556,-5.3375,0.64306,0
8492,2.1581e+07,-9.105,-0.042695,-0.021081,-4.9323,-0.13932,-0.011182,-0.61801,0.51489,-0.0025071,-5.3375,1.8725,0
8533,2.1591e+07,-9.0955,-0.2154,-0.019965,-4.9328,0.0034474,-0.012186,-0.61809,0.68249,-0.0026652,-5.3375,1.3257,0
8574,2.1601e+07,-9.0854,-0.24259,-0.020206,-4.9259,-0.12285,-0.010804,-0.61833,0.55125,-0.0028013,-5.3375,0.67902,0
8615,2.1611e+07,-9.0745,-0.25313,-0.020607,-4.9265,0.025603,-0.012459,-0.61842,0.70299,-0.0029375,-5.3375,-1.3992,0
8652,2.1621e+07,-9.0589,-0.3508,-0.020081,-4.9278,0.058701,-0.012089,-0.61852,0.63583,-0.003064,-5.3375,-3.9723,0
8693,2.1633e+07,-9.0446,-0.24943,-0.021131,-4.9309,0.067971,-0.011978,-0.61859,0.57843,-0.0031682,-5.3375,-2.9102,0
8735,2.1644e+07,-9.0418,-0.027301,-0.022493,-4.9376,0.18794,-0.012737,-0.61853,0.67022,-0.0032686,-5.3375,-5.2059,0
8776,2.1654e+07,-9.0456,0.10274,-0.022517,-4.9426,0.10093,-0.011589,-0.61841,0.53328,-0.003312,-5.3375,-5.4765,0
8818,2.1664e+07,-9.054,0.20141,-0.022405,-4.9457,0.058387,-0.011564,-0.61829,0.44676,-0.0033223,-5.3375,-2.1357,0
